"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54"
"11",3452.44990197082,3516.27881233012,3580.10772268942,3643.93663304872,3707.76554340802,3771.59445376732,3835.42336412662,3899.25227448592,4410.88065298239,4483.43199024909,4557.17667119324,4632.13432424879,4708.32490070341,4785.76868000884,4864.48627517864,4944.49863827468,5652.31835354699,5734.18634117524,5816.0543288035,5897.92231643175,5979.79030406001,6061.65829168827,6143.52627931652,6225.39426694478,7054.38544488337,7124.10927204386,7193.83309920436,7263.55692636485,7333.28075352535,7403.00458068585,7472.72840784634,7542.45223500684,8322.81961886929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",4166.40701105052,4187.50928598649,4208.61156092246,4229.71383585844,4250.81611079441,4271.91838573038,4293.02066066635,4314.12293560233,4470.78710348694,4493.36124221803,4516.14484086483,4539.1398429547,4562.34821004854,4585.77192190805,4609.41297666468,4633.27339099006,5054.59983352282,5102.63222441986,5151.35326305304,5200.77282267031,5250.90091807386,5301.74770764967,5353.32349542601,5405.63873316161,5428.02592289687,5460.61228253904,5493.19864218121,5525.78500182337,5558.37136146554,5590.95772110771,5623.54408074987,5656.13044039204,6397.28115206295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",4395.22713916632,4457.30336109613,4519.37958302594,4581.45580495576,4643.53202688557,4705.60824881538,4767.68447074519,4829.760692675,5211.72975786369,5282.20997022186,5352.69018258004,5423.17039493822,5493.6506072964,5564.13081965457,5634.61103201275,5705.09124437093,6649.55088253162,6736.57441589149,6824.73683749994,6914.05305213494,7004.53815963521,7096.20745745302,7189.0764432404,7283.16081746912,7546.66560264093,7627.7065308815,7710.05840531409,7793.74243225945,7878.78016107914,7965.19348972467,8053.00467037643,8142.23631517379,7881.04919798297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",3943.01819427747,3943.02249456232,3943.02678567028,3943.03106764044,3943.03534051164,3943.03960432249,3943.04385911132,3943.04810491626,4566.16031002193,4614.77325594268,4663.38620186342,4711.99914778417,4760.61209370492,4809.22503962566,4857.83798554641,4906.45093146715,5145.91117556173,5185.78289224326,5225.96354425944,5266.45552531311,5307.26124765406,5348.38314222275,5389.82365879515,5431.58526612866,4830.43054924238,4812.56301590458,4794.66215714406,4776.72772329423,4758.75946139739,4740.75711514241,4722.72042480085,4704.64912716154,6713.10281212978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",2157.36076339151,2180.0058368504,2203.01528497897,2226.39497081405,2250.15085173274,2274.2889809704,2298.81550916306,2323.7366859147,2051.93517548411,2050.39481273725,2048.85368686747,2047.31179654342,2045.76914042972,2044.22571718701,2042.68152547189,2041.13656393694,2827.73317100798,2876.54747091264,2926.72733582718,2978.31096701229,3031.33763439718,3085.84770647521,3141.88268103595,3199.48521675682,3482.20696181016,3556.8549312397,3633.84058303937,3713.2371242757,3795.12005457412,3879.56723791299,3966.65897666586,4056.47808796244,3824.05478429307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",2015.7401111327,2027.97288905251,2040.16880564073,2052.32830076274,2064.45180518105,2076.53974082206,2088.59252103273,2100.61055082759,2208.99686891041,2224.34902784184,2239.80788171122,2255.37417203053,2271.04864546514,2286.8320538696,2302.72515432375,2318.728709169,2752.97559585749,2794.70556999345,2836.43554412941,2878.16551826537,2919.89549240133,2961.62546653729,3003.35544067326,3045.08541480922,3115.41878206685,3147.66040819741,3180.40101498456,3213.64832479609,3247.41017951339,3281.69454238106,3316.50949988515,3351.86326366048,3982.5876573798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",3559.96298333024,3436.0974714001,3309.85580536812,3181.04881500841,3049.45938439673,2914.83616118302,2776.88529194411,2635.25936158928,4449.93585772626,4450.07626099812,4450.21875217267,4450.36336229859,4450.5101228863,4450.65906591478,4450.81022383858,4450.96362959487,4283.37593678844,4259.43911587776,4235.50229496708,4211.5654740564,4187.62865314572,4163.69183223504,4139.75501132436,4115.81819041368,4868.26481132613,4921.12247718441,4973.98014304268,5026.83780890095,5079.69547475922,5132.5531406175,5185.41080647577,5238.26847233404,5199.74190227591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",2765.69262489899,2840.91056345785,2919.16289085841,3000.57201826773,3085.26529507755,3173.37520811859,3265.03958891158,3360.40182927889,4193.77923842759,4336.50306856743,4486.68143568237,4644.70369396406,4810.97953376816,4985.94004378235,5170.03882867191,5363.75318510047,6043.8846331479,6207.14909191144,6370.41355067498,6533.67800943853,6696.94246820206,6860.20692696561,7023.47138572915,7186.73584449269,6223.57097180643,6257.78661381539,6292.00225582434,6326.21789783329,6360.43353984225,6394.6491818512,6428.86482386016,6463.08046586911,6917.35157444188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",1712.58438700621,1675.44502010149,1637.81922705388,1599.68246334912,1561.00795835945,1521.76641669223,1481.92566540899,1441.45023453293,3676.32874796484,3850.56972096838,4037.81852856186,4239.04626128618,4455.29650574852,4687.69075676402,4937.43423353715,5205.82213004567,3893.21448974858,3931.22744929972,3969.24040885085,4007.25336840199,4045.26632795313,4083.27928750426,4121.2922470554,4159.30520660653,3757.42989813032,3751.11222253898,3744.80516937466,3738.508720777,3732.22285891567,3725.94756599033,3719.68282423055,3713.42861589578,3876.92965762737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",3760.18988234696,3872.51450217087,3984.83912199477,4097.16374181868,4209.48836164258,4321.81298146649,4434.13760129039,4546.4622211143,3826.73945089082,3826.91804595524,3827.09605466186,3827.27348087531,3827.45032842205,3827.62660109089,3827.80230263344,3827.97743676463,6279.25417266643,6544.11761531449,6820.15318785605,7107.83213873942,7407.64559401027,7720.10539576299,8045.74497595844,8385.12026710002,6915.16610107385,6968.35424865216,7021.95149400215,7075.96098370807,7130.38588855618,7185.2294037209,7240.49474895241,7296.18516876567,4968.6239831889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",2132.9021598041,2181.62471495612,2231.46025476598,2282.43420349242,2334.57256616852,2387.90194186852,2442.44953727768,2498.24318057211,3153.04966442222,3259.5636142599,3371.52612074013,3489.21589636519,3612.92591074507,3742.9641198978,3879.65423285603,4023.33651748815,3995.59549466427,4078.16394424291,4163.3977677691,4251.38300559259,4342.20847551273,4435.9658624367,4532.74981093197,4632.6580207665,5852.78965400569,6012.4756305187,6178.91679241284,6352.39890385181,6533.21981766199,6721.68998671827,6918.13299696319,7122.88612297411,5709.00941037287,5737.15429186233,5765.29917335179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",3416.38220494787,3460.7988712884,3505.21553762893,3549.63220396947,3594.04887031,3638.46553665053,3682.88220299106,3727.29886933159,4141.31756184615,4230.08847952159,4318.85939719704,4407.63031487248,4496.40123254792,4585.17215022337,4673.94306789881,4762.71398557425,4997.71422827921,5056.51113033763,5114.90698614547,5172.91171662746,5230.5348258224,5287.78542535589,5344.67225708209,5401.20371406002,3950.65747998931,3881.81514302519,3812.31722880274,3742.13882715686,3671.25333075806,3599.63226526887,3527.24509674173,3454.05901238761,3494.8699630946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",4626.12901342312,4627.5697416218,4629.01046982049,4630.45119801917,4631.89192621785,4633.33265441654,4634.77338261522,4636.2141108139,6465.35439890928,6621.65753111656,6777.96066332385,6934.26379553113,7090.56692773841,7246.8700599457,7403.17319215298,7559.47632436026,4863.89861117257,4760.2481821687,4656.59775316483,4552.94732416096,4449.29689515709,4345.64646615323,4241.99603714936,4138.34560814549,4890.41045603243,4879.13370984417,4867.85696365592,4856.58021746766,4845.3034712794,4834.02672509114,4822.74997890288,4811.47323271462,4721.12753598619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",3642.05150273662,3674.00831271297,3706.46809170992,3739.43875596929,3772.92834632681,3806.94503017316,3841.49710344576,3876.59299265199,4318.37384713816,4363.66827343107,4408.96269972397,4454.25712601687,4499.55155230978,4544.84597860269,4590.14040489559,4635.4348311885,4526.34643898172,4574.28784524546,4622.2292515092,4670.17065777294,4718.11206403668,4766.05347030042,4813.99487656416,4861.9362828279,4277.00866160148,4241.18676782195,4205.85638051063,4171.01075578596,4136.64324229813,4102.74727995942,4069.31639869202,4036.34421719302,7660.64724534932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",3554.21585218523,3554.20285268795,3554.18983562028,3554.17680093459,3554.16374858306,3554.15067851767,3554.13759069022,3554.1244850523,3591.06176877323,3604.97144157801,3618.96117030445,3633.03141570749,3647.18264119393,3661.41531283764,3675.72989939496,3690.12687232009,3673.4417565603,3673.44387854186,3673.44600052465,3673.44812250867,3673.45024449391,3673.45236648038,3673.45448846807,3673.45661045699,4903.57008033395,4979.13783917413,5054.70559801431,5130.27335685449,5205.84111569468,5281.40887453486,5356.97663337504,5432.54439221522,5420.74012033771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",3839.80569358541,3880.45768659702,3921.10967960862,3961.76167262023,4002.41366563183,4043.06565864344,4083.71765165504,4124.36964466665,4712.77296797733,4775.46525859524,4838.15754921314,4900.84983983105,4963.54213044895,5026.23442106686,5088.92671168476,5151.61900230266,5220.63330071882,5281.6695509624,5342.70580120599,5403.74205144958,5464.77830169317,5525.81455193675,5586.85080218034,5647.88705242393,5295.5851241115,5304.98639499332,5314.41258598629,5323.86376314658,5333.33999270544,5342.84134106972,5352.36787482225,5361.91966072238,7078.33135966893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",1675.5480709792,1689.19912504151,1702.85017910382,1716.50123316613,1730.15228722844,1743.80334129075,1757.45439535306,1771.10544941537,2190.81994207501,2234.58632665121,2278.35271122742,2322.11909580363,2365.88548037984,2409.65186495605,2453.41824953225,2497.18463410846,2648.88052317348,2692.77453702033,2737.73418744243,2783.78534542332,2830.95451002917,2879.268823657,2928.75608765317,2979.444778311,3245.4162376926,3311.5416461866,3379.62072471596,3449.71119430947,3521.87248135921,3596.16576800537,3672.65404400971,3751.40216016158,3828.93720780625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",3948.59171811052,3926.72030867309,3904.78781658025,3882.79355369822,3860.73681821106,3838.61689422869,3816.43305138021,3794.18454439175,4620.33143886063,4670.71803354363,4720.83425621817,4770.68581792921,4820.27822189984,4869.61677416922,4918.70659353342,4967.55262084441,4904.08228554775,4904.16345840985,4904.24463127194,4904.32580413404,4904.40697699613,4904.48814985823,4904.56932272033,4904.65049558242,5943.89108522613,6008.35727601391,6074.16530075731,6141.34308910972,6209.91915206736,6279.92259406967,6351.3831253515,6424.33107455254,7212.34682476379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",2375.26609695078,2430.4860153305,2487.54297043891,2546.49807616463,2607.41447951155,2670.35742823577,2735.39434073267,2802.59487824898,2008.62314176104,2000.38461214854,1992.11788393672,1983.82264519833,1975.49857813623,1967.14535892669,1958.76265755725,1950.35013765895,3010.40714225644,3073.96534142156,3136.43378527617,3197.86985298693,3258.32600658777,3317.85036392398,3376.48718832317,3434.27730934544,3263.63004356065,3263.63003092255,3263.63001828446,3263.63000564637,3263.62999300827,3263.62998037017,3263.62996773208,3263.62995509398,4795.7644723141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",3847.0311186229,3887.16927873013,3927.91877071233,3969.2889055758,4011.28913613988,4053.92905919687,4097.21841770484,4141.16710301385,5465.5224988207,5578.32581006213,5691.12912130356,5803.93243254499,5916.73574378642,6029.53905502785,6142.34236626928,6255.14567751072,5818.64107256168,5870.09617545828,5921.32658111242,5972.33616240413,6023.12867688965,6073.70777164542,6124.07698785076,6174.23976512659,5918.54944027041,5933.99588897776,5949.50737968266,5965.08418626434,5980.72658375528,5996.43484834606,6012.20925739026,6028.05008940934,6454.97097023551,6502.91531206558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",3440.44505575866,3353.88040178021,3267.31574780177,3180.75109382332,3094.18643984488,3007.62178586643,2921.05713188799,2834.49247790954,3960.77678180733,3994.11923997562,4027.96249809012,4062.3140781093,4097.18161497063,4132.57285828743,4168.49567407138,4204.95804648074,4959.36746815994,5051.66822396873,5143.96897977753,5236.26973558632,5328.57049139511,5420.87124720391,5513.1720030127,5605.4727588215,3516.22194783074,3441.71755694293,3369.81963948513,3300.43701017736,3233.48167377999,3168.86871349275,3106.51618325824,3046.3450038329,2348.66652048162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",2637.91494947841,2621.38102730374,2604.79467245117,2588.15521422738,2571.46196678246,2554.71422861587,2537.91128206122,2521.05239274882,2269.11415057291,2230.59673210133,2192.07931362975,2153.56189515816,2115.04447668658,2076.527058215,2038.00963974342,1999.49222127183,3251.27814123552,3353.34355529025,3455.40896934498,3557.4743833997,3659.53979745443,3761.60521150916,3863.67062556388,3965.73603961861,5029.06777188652,5157.15052520456,5283.53969811429,5408.31846825462,5531.56315135721,5653.34398094071,5773.72577672548,5892.7685206834,5011.31563616466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",4206.80972441611,4238.97711239372,4271.02285597461,4302.94877420422,4334.75663905373,4366.44817714125,4398.02507137216,4429.48896250307,5089.90501378852,5179.35987708056,5270.38690577548,5363.01373061311,5457.26846794234,5553.1797282557,5650.77662487392,5750.08878278308,5782.93404427879,5846.34412145349,5910.77742538181,5976.25046752431,6042.78002578137,6110.38314879261,6179.07716030572,6248.8796636158,6697.94642022604,6790.60240635063,6882.61824457536,6974.01110478156,7064.79736782846,7154.9926763269,7244.61198124687,7333.66958477195,8264.57516857957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",5100.12779850772,5108.20180415389,5116.29695585283,5124.41330898667,5132.55091908256,5140.7098418131,5148.89013299669,5157.09184859793,5324.33729465271,5367.68752055937,5411.55741468219,5455.9532066324,5500.88120069978,5546.34777674786,5592.35939111985,5638.92257755548,6415.61849211895,6507.87947553377,6600.14045894861,6692.40144236343,6784.66242577826,6876.92340919309,6969.18439260792,7061.44537602275,6103.67846427712,6078.59708317362,6053.51570207012,6028.43432096661,6003.35293986311,5978.2715587596,5953.1901776561,5928.1087965526,5782.37889043076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",3575.48823161048,3615.39832487157,3655.30841813265,3695.21851139373,3735.12860465482,3775.0386979159,3814.94879117698,3854.85888443807,3269.28064121459,3237.38841601864,3205.49619082269,3173.60396562674,3141.71174043079,3109.81951523484,3077.92729003889,3046.03506484294,4072.96597626129,4152.21857553583,4233.01328798499,4315.38012036016,4399.34966329019,4484.9531026426,4572.22223110586,4661.18945999703,4513.41120873518,4564.74849044126,4616.66970221066,4669.1814858894,4722.29055887037,4776.00371495273,4830.3278252109,4885.26983887356,5275.45066748841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",2479.14952401583,2474.70337519388,2470.25322855188,2465.7990696724,2461.34088404682,2456.87865707441,2452.41237406159,2447.942020221,4887.14124269358,5001.56645071415,5118.67075630533,5238.51688658747,5361.16903734394,5486.69290740779,5615.15573385336,5746.62632801199,5265.66950190463,5314.01985381121,5363.02426302357,5412.69157727379,5463.03076398123,5514.05091187169,5565.76123261827,5618.17106250459,5049.92354193693,5039.23487060829,5028.53481799661,5017.82333554299,5007.10037432488,4996.36588505218,4985.61981806327,4974.86212332101,4988.89987337505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",5379.80467833857,5523.21082341223,5672.43333293586,5827.7081109943,5989.28062963151,6157.40631691438,6332.35096073594,6514.39112899624,5891.67908928591,5949.44446844955,6006.85343487424,6063.9137042017,6120.6327092773,6177.01761463043,6233.075330009,6288.81252304274,6379.17102940519,6379.32018490555,6379.47105311662,6379.62365370497,6379.778006563,6379.93413181154,6380.09204980243,6380.25178112125,8217.99005493668,8362.51951053896,8510.83833051562,8663.04586681054,8819.2440762395,8979.53758878633,9144.03377768974,9312.8428313677,8460.64867798561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",3686.85265456949,3792.35231686455,3902.24114018499,4016.70172923386,4135.92428571909,4260.10692441582,4389.45600237823,4524.18646184756,4817.21339193502,4913.50297521887,5009.79255850272,5106.08214178657,5202.37172507042,5298.66130835427,5394.95089163812,5491.24047492197,5742.72444564755,5831.98557800873,5923.30894362449,6016.74218703935,6112.33405354757,6210.13441462408,6310.19429394316,6412.56589399804,5488.46835011338,5494.56127543621,5500.65077777755,5506.73686476429,5512.81954399372,5518.89882303357,5524.97470942229,5531.04721066912,4811.76382107145,4754.98284080749,4698.87190168429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",2758.20504316309,2810.86541951938,2865.00436355798,2920.66338964971,2977.88517778195,3036.71360628614,3097.19378548423,3159.37209227978,3118.44658482408,3149.72370507771,3180.84629198495,3211.81735505819,3242.63980271649,3273.3164470681,3303.85000840291,3334.24311941626,4058.67027635754,4101.09135493981,4143.51243352207,4185.93351210434,4228.35459068661,4270.77566926888,4313.19674785115,4355.61782643342,4516.48056279066,4571.12198801165,4625.4387464296,4679.43841947926,4733.12828410081,4786.51532991557,4839.60627516314,4892.40758150806,4674.76009656008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",2207.65011562413,2237.09209635981,2266.53407709549,2295.97605783117,2325.41803856685,2354.86001930252,2384.3020000382,2413.74398077388,2650.18948342021,2684.61227715667,2719.03507089314,2753.45786462961,2787.88065836608,2822.30345210255,2856.72624583901,2891.14903957548,2963.98114074038,2995.6962839104,3027.41142708043,3059.12657025045,3090.84171342047,3122.5568565905,3154.27199976052,3185.98714293054,4426.81943018694,4524.65822289336,4622.49701559978,4720.33580830621,4818.17460101263,4916.01339371905,5013.85218642548,5111.6909791319,6069.77361650992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",9125.19719885689,9234.97415545881,9344.75111206074,9454.52806866267,9564.3050252646,9674.08198186652,9783.85893846844,9893.63589507037,5694.73416575652,5546.61934259012,5402.35685040231,5261.84649359045,5124.99068254779,4991.69436588396,4861.86496440822,4735.41230682984,4856.19087863207,4769.662721529,4684.67633289401,4601.20424132254,4519.21946489863,4438.69550247314,4359.60632509737,4281.92636760941,6244.25033754697,6349.02627436403,6453.80221118109,6558.57814799815,6663.35408481521,6768.13002163227,6872.90595844933,6977.68189526639,6602.03246259694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
