"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54"
"11",4485.04421985606,4505.20695030411,4525.36968075215,4150.63126787866,4167.15635734536,4183.7796880452,4275.6827140815,4296.01495773011,4316.34720137872,4470.78710348694,4493.36124221803,4516.14484086483,4573.93815065982,4605.94143226274,4638.27909333367,4851.74420454492,4891.31409685998,4931.3713129319,5093.34710200396,5145.7342182923,5198.92514600826,5221.4658692822,5269.48119052498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",5542.74855217947,5613.50180605881,5683.81192820218,4609.76240754354,4676.97831280494,4745.17430717304,5134.06497974178,5217.59467480833,5303.15761580188,5211.72975786369,5282.20997022186,5352.69018258004,5477.62064493998,5528.38196034358,5578.80321583444,6396.12235860688,6468.8576877394,6540.9283103955,6844.36283689658,6971.16578707108,7100.31796807337,6812.13481931601,6902.39645663048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",4543.93048718447,4582.4633427199,4620.99619825534,3946.82783386522,3942.90200837217,3938.98008781403,4446.38618677611,4472.12711630919,4498.14645514476,4566.16031002193,4614.77325594268,4663.38620186342,4872.05267387904,4923.97821048174,4976.4571609188,4982.60641275895,5003.68867794827,5025.03390209213,5135.26418076346,5174.36044630675,5214.08316691479,4928.81488734716,4935.44047586955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",2151.08421833792,2150.59894882532,2150.11378878611,2257.25249911362,2291.5351051178,2326.65884616692,2179.70464562742,2199.96222575792,2220.21980588841,2051.93517548411,2050.39481273725,2048.85368686747,2159.49480386746,2157.25877951818,2155.02507043491,2441.13908833846,2460.51677344717,2480.13182592234,2947.2953988021,3014.24180227792,3083.51326719337,3184.45347680066,3265.58279298139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",2459.17852476786,2483.42006629159,2508.03609405739,2058.68930075575,2071.29747427558,2084.02076721121,2088.40982995227,2100.02102140284,2111.6001892849,2208.99686891041,2224.34902784184,2239.80788171122,2500.95630857164,2533.45105172229,2566.59061925549,2724.72297685704,2775.45409524658,2827.59174925451,2745.08841451359,2784.03126255028,2822.97411058696,2934.39340168336,2966.44565696039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",4737.84631174314,4767.86674020895,4799.00557717807,3130.67583709463,3011.17912784464,2896.24356266215,4182.00614042415,4093.70371204848,4007.26577611859,4703.89370709251,4730.36167776586,4757.39546613332,4158.54204521,4195.62161752903,4232.70118984806,4267.13890494236,4292.59516493096,4318.27535011858,4345.57297688632,4332.11998283199,4318.66698877765,5059.39848414585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",4560.67551188657,4729.79299413054,4908.19104654913,2690.77819877302,2737.39201725789,2784.00583574275,3475.51868100047,3556.79314353289,3641.07459385734,4193.77923842759,4336.50306856743,4486.68143568237,4814.72572855518,5018.90893786379,5235.67607067942,5762.03927425467,5986.59928966952,6224.04800050979,6045.78816184277,6200.62186173304,6355.45556162331,6184.74952802072,6301.14795533649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",3614.71122987682,3799.32473825055,3997.16965148981,1943.06111654042,1926.61346612891,1910.38207292649,2884.77494521109,2921.83767117361,2960.44090482318,3676.32874796484,3850.56972096838,4037.81852856186,3885.30702596561,4010.29972979515,4142.77267578541,3901.09965365131,3976.68337964109,4051.5541606409,3931.07001092969,3965.84160302134,4000.46125898959,3823.59377575789,3828.89515001739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",3951.66372801269,3957.17084445861,3962.6906183923,4072.89330180734,4173.41480779451,4272.69380603767,4037.76862466382,4088.76370794143,4139.75879121904,3826.73945089082,3826.91804595524,3827.09605466186,4156.1002750366,4177.04729477478,4198.15186796892,5314.46729702342,5463.60211409343,5616.92195901655,6519.68904524695,6774.61035042422,7039.49913585741,7060.84916926783,7288.07296882572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",3396.01212573982,3518.0690744839,3646.86898004768,1917.22672776945,1925.71035151477,1934.054454738,2757.32890134101,2796.80409978197,2835.98977724098,3153.04966442222,3259.5636142599,3371.52612074013,3381.64039218652,3476.00842237146,3570.3764525564,3857.18273557979,3936.61373430106,4016.04473302233,4105.76651427563,4193.67910297434,4284.36004887128,4673.25728849747,4781.36907451529,4893.17347699923,5520.55395715505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",4328.24745931949,4408.79718209111,4489.34690486272,3296.28624699527,3301.23720263223,3306.18157226532,3602.1409629726,3639.0558618405,3676.54592199153,4141.31756184615,4230.08847952159,4318.85939719704,4596.20702722817,4697.18038056538,4797.07491630189,4929.73001550048,5012.11136925363,5094.4927230068,5061.35993800987,5114.02719518858,5167.49767879049,4474.68057542991,4444.59730660941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",6326.26350366864,6420.00350259211,6513.02503032155,4872.00945753321,4880.23905706933,4888.46865660546,5667.58369701364,5769.34573585056,5873.7468665474,6465.35439890928,6621.65753111656,6777.96066332385,5835.99547383314,5844.0514646667,5852.10745550026,5115.83778064886,5019.9835893568,4924.12939806474,4885.0139574398,4793.53148188705,4702.0490063343,4950.70672505979,4950.80363952161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",4190.6221059177,4204.87095465673,4219.20658795466,4089.14552005342,4160.46513043883,4233.64260848905,4504.42018743043,4587.00020123353,4672.7257490665,4318.37384713816,4363.66827343107,4408.96269972397,4028.59817005492,4007.28422379008,3985.97027752524,4019.72763618005,3996.35633192234,3973.20680961864,4383.70408047986,4419.17352069614,4455.06966488575,4249.77392461987,4278.72312966029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",3673.5200581344,3697.01183513709,3720.75155445302,3313.98240114486,3271.23661720421,3228.49083326355,3373.8437947664,3349.05272616109,3324.5418718742,3591.06176877323,3604.97144157801,3618.96117030445,3639.01678565349,3639.10852463536,3639.19914843554,3612.85216093973,3610.23934303393,3607.62841472038,3927.23843611456,3957.91294409439,3988.58745207423,4680.73633701946,4790.86743078477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",4781.76696789026,4846.63537108996,4911.50377428967,3869.51866664756,3914.51855411696,3960.45054935764,4190.20418596129,4245.90682546401,4302.72172645365,4712.77296797733,4775.46525859524,4838.15754921314,5088.2690491047,5167.95931923332,5247.64958936193,5170.39573697249,5251.27441062119,5332.15308426991,5274.80380505893,5322.70955184477,5370.61529863062,5633.71710892184,5669.84397192425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",2253.84960388347,2353.90641844576,3351.7844151489,1790.94504217635,1803.84623294113,1816.89938261462,2117.34474479571,2162.22605025099,2207.10735570628,2190.81994207501,2234.58632665121,2278.35271122742,2351.17633973017,2380.77661591268,2411.0685053615,2550.51550670693,2579.94553545115,2609.96851748395,2895.49649402046,2949.87787169945,3004.25924937843,2924.53258711473,2975.27934546288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",5742.37436238934,5790.2193390248,5839.31032441891,4134.64927013759,4139.30839979446,4143.97277959172,4509.2790675506,4558.88968092045,4608.50029429029,4699.68609648164,4756.90438324948,4814.81929789276,5622.69358557053,5622.73496438135,5622.77634349669,4915.07928828538,4915.11335878167,4915.14742927797,5343.85863518705,5373.5717952447,5403.28495530234,5390.31705349085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",2144.07933309492,2151.19275336726,2158.34745414639,2123.04643638847,2123.1634310441,2123.28018025889,2035.43060128661,2017.62634191247,1999.82208253832,2061.1752450662,2059.98014429224,2058.78504351828,2256.29089403763,2276.88874576083,2297.39381771071,2770.39046266861,2853.15615068948,2939.38514664993,3607.08182796355,3760.34654316221,3923.11099155506,3761.41367204555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",5561.7967198858,5659.24440901241,5756.69209813901,4571.74977000077,4635.40704817561,4700.47511088867,5369.01056349909,5520.46601824767,5678.3756404301,5465.5224988207,5578.32581006213,5691.12912130356,5733.29629828679,5832.48443234942,5934.24391791879,5171.03905705484,5196.77539612638,5222.51173519793,5998.67271101791,6061.26411236224,6123.85551370657,5849.18496691586,5876.77474854132,5904.36453016678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",4002.5464552813,4028.05247397108,4053.86369347563,2852.98155976179,2754.81507995696,2660.0263499046,3952.72662564516,3967.20831021167,3981.96386318357,3960.77678180733,3994.11923997562,4027.96249809012,4097.56044860904,4116.75599937717,4136.08977374024,4743.13438643646,4852.24837028993,4964.97507621508,4897.18733269007,4984.38203203956,5071.57673138905,4139.2321156735,4083.48788034905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",2229.68848155735,2195.32528764287,2161.81142648579,2677.19350344007,2673.66097295517,2670.12546994844,2718.06905338087,2714.09443798122,2710.12563463684,2269.11415057291,2230.59673210133,2192.07931362975,2387.69077401381,2371.301091416,2355.08995558507,2656.64967786533,2681.26379314016,2706.10596056497,4291.50553311703,4470.47218812641,4661.20658110138,4165.42337331518,4268.70520931582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",5166.93717610698,5241.99912487966,5318.15152549285,4220.6271361537,4246.44160499807,4272.1766148348,4351.92252019682,4368.47829027354,4385.03406035026,5089.90501378852,5179.35987708056,5270.38690577548,5466.36885662182,5573.9095657081,5683.56593958284,5558.59903621386,5620.21364263699,5681.49228521537,5633.12610013582,5662.57191259231,5691.94121778568,5905.82459451939,5943.2584668411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",5466.07196895294,5507.23293626982,5548.85047566261,5138.00783563972,5124.60097104736,5111.24743323842,5049.57615626073,5039.42555373053,5029.31216639639,5324.33729465271,5367.68752055937,5411.55741468219,5549.54263462547,5584.59900038957,5619.98284781193,6258.73593707285,6373.4516991383,6491.17885941825,6303.99908969596,6367.30355988622,6430.60803007648,6114.58675991271,6127.61330310746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",3455.8251232058,3435.71889210656,3415.72964045928,3820.91628791186,3860.23085536243,3899.34394813769,3722.54866077707,3740.1079981637,3757.62541826911,3269.28064121459,3237.38841601864,3205.49619082269,3267.5711494421,3224.28861397914,3181.57940279603,3954.27320139365,4032.53656474064,4112.3489242572,4259.58453487131,4346.88309194625,4435.97079958389,4195.86151023546,4242.99341818084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",5016.62665342388,5126.72338439301,5239.23633865471,2525.31032006168,2526.48401963772,2527.65826471926,3013.64225079881,3069.52053828315,3127.12413516216,4887.14124269358,5001.56645071415,5118.67075630533,5045.91723770609,5131.1631483972,5213.71185183767,5202.06017844161,5286.90352922257,5371.74688000353,5285.382733471,5324.21161968925,5363.04050590751,5151.54284250512,5162.7262732068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",5914.50484733361,5965.11838545645,6015.73192357929,5759.1094019302,5927.18181079475,6102.51309260453,6077.0038685068,6225.73698273636,6379.85043253683,5891.67908928591,5949.44446844955,6006.85343487424,5887.39380195295,5919.75144872109,5952.01170074323,6122.98626695906,6162.65098004549,6202.69437436578,6799.2668252499,6799.3047486791,6799.34326849172,7244.44710523866,7356.13016030639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",5254.7258631848,5389.514620025,5529.42540829571,3810.79625593175,3894.50939837168,3980.92765376137,4254.51950860901,4347.79248433067,4444.09114002993,4817.21339193502,4913.50297521887,5009.79255850272,5172.93038452791,5280.27544187087,5387.62049921383,5536.73109230863,5639.84055346489,5745.77699540399,5823.56846695753,5903.90426767958,5985.88935713276,5837.03970848981,5897.16607848838,5958.20141727189,5713.23406072233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",3229.72702827186,3257.51999431217,3285.31296035248,3017.74323523051,3075.4364697505,3134.85862861904,2954.02838695736,2989.47191412211,3024.70591223987,3452.97102215875,3489.21232332995,3525.21024885479,3333.49785473515,3367.17930778373,3400.86076083231,3656.92742463373,3716.01617810259,3776.05968959126,3934.62360079664,3966.72056229571,3998.81752379479,4271.22385309766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",2896.21369578598,2943.53344952747,2992.02280497894,2249.89843714156,2276.84755517094,2304.11946775432,2521.13371339448,2556.7714592449,2593.16452270253,2650.18948342021,2684.61227715667,2719.03507089314,2802.79745312381,2839.91859913112,2877.03974513842,2845.29578715643,2869.6297239682,2893.8608234637,3266.62593632532,3304.18214904598,3341.73836176664,3880.22743679984,3958.15854400455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",4630.87780809139,4519.67388736856,4411.14037007605,6214.6627018725,6185.6198041022,6156.0817188562,5918.31167040074,5738.09985054506,5546.42723932787,5694.73416575652,5546.61934259012,5402.35685040231,4439.79292622619,4295.7584501455,4149.23929821464,4518.40249163248,4431.06822600909,4345.42200698315,5108.49780449171,5059.58333739421,5011.13723207018,5683.70699223993,5759.33912895107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",3977.11042908737,3977.49960379699,3977.89495005231,3498.74648426888,3524.29318167041,3549.83987907194,4081.56117937685,4081.58343293473,4081.60568649261,3992.36821809284,4020.25957726614,4048.3457901889,3957.89267682022,3952.4935531741,3947.10891638805,3999.50019234307,3999.50675983056,3999.5133347631,4292.29141268196,4325.22291209673,4358.1544115115,4464.84994171332,4503.82979670127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",1935.53109635908,1926.61767709724,1917.74530550603,1908.04992288808,1883.74919904984,1859.4484752116,1563.24257896177,1531.20582853293,1499.82563223832,1757.02821685905,1734.6093555749,1712.4765485137,2186.49065927336,2198.44209933075,2210.53409977995,2547.94100547718,2644.55894947043,2746.44422040264,3045.76211943469,3127.69151889951,3209.62091836434,2375.19419553072,2409.75583759443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",5939.37614309294,6055.56795330229,6171.75976351164,4523.79646258352,4555.83449648824,4588.30227388544,5717.31054153868,5863.48338590219,6015.44241997156,5732.9112426779,5870.0920575488,6007.27287241971,6237.56207429249,6334.54619440392,6431.53031451534,6218.70943724464,6278.93204897831,6339.15466071198,5843.33763840568,5843.31595999761,5843.29417721947,4522.50436864506,4522.41618251565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",2768.43526510463,2817.87570332257,2867.31614154052,2167.69691876424,2202.87920434001,2239.75560909753,2377.53928410715,2423.06731606356,2469.91839733676,2550.18572816752,2609.27478061783,2670.3512011552,3087.00314298053,3140.89231524723,3194.78148751393,3895.53524527075,4026.9169404278,4165.20166341015,4770.4562212249,4986.12774896752,5216.35495704556,4724.58343009239,4863.71971259236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",4105.81850073975,4148.94928579529,4192.08007085083,3839.79185121124,4006.52522770981,4183.48449364176,3900.73641594782,3978.37165572415,4057.55204744423,4061.25464251236,4114.49129714044,4168.4258004989,4130.10319342891,4165.29376817296,4200.484342917,4148.90293420946,4174.20000962728,4199.49708504511,4189.75094839385,4204.68725449327,4219.62356059269,4237.99496990204,4252.1993690593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",4816.14438139443,4849.72043852222,4883.29649565002,4254.43133073414,4346.84421313774,4439.25709554134,4553.26708347926,4622.85130441633,4693.97980997253,4707.7534828574,4738.18931712178,4768.92289391787,4649.75108255796,4689.70758811188,4729.49407055313,5421.5377802483,5459.69023611017,5497.84269197204,5976.58764143305,6044.46083055979,6113.80969852506,5757.95046951286,5824.27417560508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",4505.74307353979,4505.81480746757,4505.88705517278,3963.56594594962,4037.90911500662,4112.25228406362,4674.01868276893,4767.03118655064,4860.04369033234,4918.98450519154,5017.00817667876,5117.84045589044,4557.32885710926,4580.60098015316,4604.13864555862,4618.35421333878,4611.0272035396,4603.73894570233,4868.689249291,4888.06654595785,4907.4438426247,5808.44951628426,5934.69417276308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",4355.49506426663,4382.72693700337,4410.71400211518,3698.40754259027,3736.5235607926,3775.87909654032,4076.73721590123,4127.99669286619,4181.50505046942,4086.71991200575,4120.86538591456,4155.01085982338,4773.96160725478,4847.74121927664,4923.3672418871,5601.38666051625,5731.26649615796,5865.80200568544,6186.51743314441,6380.06880404705,6582.40706267747,6321.9564136894,6478.18137144485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",6359.01726796157,6521.85310981647,6699.65647884606,2787.22633901785,2755.8199461227,2724.76743963457,2946.9153557872,2958.46425307522,2970.20147766925,5319.61450950759,5440.7520898555,5571.61709570082,6306.58962501651,6358.67849993472,6410.76737485293,6430.6852869127,6541.37151499769,6652.05774308267,7044.22206707058,7178.26314269547,7312.30421832035,6837.64427564258,6894.76828131631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
