"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131"
"11",4883.75113347411,4890.79996602196,4897.84372116366,4904.88241349491,4911.91605753812,4918.94466774299,4925.96825848696,4932.98684407578,4940.00043874402,4947.00905665553,4954.01271190398,4961.01141851334,4968.00519043838,4974.99404156514,4981.97798571145,4988.95703662735,4995.93120799563,5002.90051343223,4964.60236783705,4965.70954472481,4966.81656984675,4967.9234432783,4969.03016509478,4970.13673537149,4971.24315418365,4972.34942160641,4973.45553771487,4974.56150258405,4975.66731628891,4976.77297890436,4977.87849050522,4978.98385116627,4980.08906096221,4981.19411996769,4982.29902825728,4983.40378590551,5057.24513113572,5058.8430867577,5060.44071301575,5062.03801014953,5063.63497839839,5065.23161800141,5066.82792919736,5068.4239122247,5070.01956732163,5071.614894726,5073.2098946754,5074.80456740711,5076.39891315814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",3248.99898548866,3251.40345054567,3253.80969505913,3256.21772034596,3258.62752772404,3261.03911851222,3263.45249403036,3265.86765559925,3268.28460454068,3270.70334217744,3273.12386983327,3275.54618883288,3277.970300502,3280.39620616731,3282.82390715648,3285.25340479816,3287.684700422,3290.11779535861,3181.33040229754,3182.00158929799,3182.67232446582,3183.34260850399,3184.01244211372,3184.68182599456,3185.35076084435,3186.0192473592,3186.68728623358,3187.35487816024,3188.02202383026,3188.68872393306,3189.35497915637,3190.02079018626,3190.68615770716,3191.35108240184,3192.01556495141,3192.67960603536,2957.17102324256,2956.20101438295,2955.23100552334,2954.26099666373,2953.29098780412,2952.32097894451,2951.3509700849,2950.38096122528,2949.41095236567,2948.44094350606,2947.47093464645,2946.50092578684,2945.53091692723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",5136.69456700279,5195.95314443796,5255.21172187312,5314.47029930829,5373.72887674346,5432.98745417862,5492.24603161379,5551.50460904895,5610.76318648412,5670.02176391928,5729.28034135445,5788.53891878962,5847.79749622478,5907.05607365995,5966.31465109511,6025.57322853028,6084.83180596545,6144.09038340061,5259.31488595897,5259.21560233686,5259.11632058901,5259.01704071536,5258.91776271588,5258.81848659054,5258.71921233931,5258.61993996213,5258.520669459,5258.42140082985,5258.32213407467,5258.22286919341,5258.12360618605,5258.02434505253,5257.92508579284,5257.82582840693,5257.72657289477,5257.62731925632,5342.98539016673,5337.97720671258,5333.01649806042,5328.10281417546,5323.23570928898,5318.41474185789,5313.63947452472,5308.90947407787,5304.22431141235,5299.58356149088,5294.98680330525,5290.43361983822,5285.9235980256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",3431.39186396191,3433.28674806259,3435.18267855666,3437.07965602195,3438.97768103663,3440.87675417917,3442.77687602837,3444.67804716335,3446.58026816354,3448.48353960871,3450.38786207892,3452.29323615458,3454.19966241641,3456.10714144544,3458.01567382302,3459.92526013086,3461.83590095093,3463.74759686557,3486.97542032192,3484.42560177756,3481.88288172203,3479.34724039369,3476.81865808594,3474.29711514705,3471.78259197997,3469.27506904223,3466.77452684576,3464.28094595674,3461.79430699544,3459.31459063611,3456.84177760678,3454.37584868914,3451.91678471837,3449.46456658301,3447.01917522483,3444.58059163861,4053.21554941947,4140.38380909455,4227.55206876964,4314.72032844472,4401.88858811981,4489.05684779489,4576.22510746998,4663.39336714506,4750.56162682015,4837.72988649523,4924.89814617032,5012.0664058454,5099.23466552048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",5043.84645182965,5029.3286712669,5014.81089070415,5000.2931101414,4985.77532957865,4971.25754901591,4956.73976845316,4942.22198789041,4927.70420732766,4913.18642676491,4898.66864620216,4884.15086563942,4869.63308507667,4855.11530451392,4840.59752395117,4826.07974338842,4811.56196282567,4797.04418226293,6240.01699982279,6295.99308099525,6352.4712956817,6409.45614827152,6466.95218356072,6524.96398711442,6583.49618563256,6642.55344731887,6702.14048225326,6762.26204276736,6822.92292382365,6884.12796339779,6945.88204286452,7008.19008738697,7071.05706630943,7134.48799355372,7198.48792801904,7263.06197398546,6035.27322908829,6185.99508838586,6342.27419531612,6504.3154504913,6672.33130938964,6846.54206090983,7027.17611619621,7214.47030811306,7408.67020176087,7610.03041644155,7818.81495949479,8035.29757244334,8259.76208990084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",1757.07458782921,1750.23275148384,1743.498026749,1736.86873675075,1730.34323086725,1723.91988431779,1717.59709775826,1711.37329688286,1705.2469320322,1699.2164778074,1693.28043269027,1687.4373186695,1681.68568087261,1676.02408720371,1670.45112798695,1664.96541561548,1659.56558420598,1654.25028925858,2356.5539075752,2394.11845995542,2432.28180856559,2471.05349849282,2510.44322697731,2550.46084583772,2591.11636393522,2632.41994967684,2674.38193355868,2717.01281074971,2760.32324371669,2804.32406489104,2849.02627937808,2894.44106770959,2940.57978864015,2987.45398198811,3035.07537152184,3083.45586789197,2364.86749250312,2444.48515251095,2527.95478127102,2615.46274024218,2707.20440720597,2803.38461248385,2904.21809625898,3009.92998802353,3120.75630922218,3236.94450021381,3358.7539727281,3486.45668905044,3620.33776922827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",1107.59853260384,1077.37019712841,1047.14186165299,1016.91352617756,986.685190702133,956.456855226706,926.228519751279,896.000184275852,865.771848800425,835.543513324998,805.315177849571,775.086842374144,744.858506898717,714.63017142329,684.401835947863,654.173500472436,623.945164997009,593.716829521582,1521.05691459103,1556.11405504568,1591.17119550032,1626.22833595496,1661.2854764096,1696.34261686425,1731.39975731889,1766.45689777353,1801.51403822818,1836.57117868282,1871.62831913746,1906.6854595921,1941.74260004675,1976.79974050139,2011.85688095603,2046.91402141067,2081.97116186532,2117.02830231996,718.78841341102,741.652420778809,764.516428146597,787.380435514386,810.244442882175,833.108450249963,855.972457617752,878.83646498554,901.700472353329,924.564479721118,947.428487088907,970.292494456695,993.156501824484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",2062.6125984629,2084.87682026781,2106.90262688766,2128.6974849009,2150.26847943634,2171.62234090081,2192.76546934668,2213.70395672884,2234.44360727055,2254.98995613061,2275.34828654218,2295.52364557316,2315.52085864145,2335.34454290305,2354.99911961834,2374.48882559014,2393.81772375729,2412.98971301883,1633.08342554271,1598.69886861395,1564.3143116852,1529.92975475644,1495.54519782768,1461.16064089893,1426.77608397017,1392.39152704141,1358.00697011266,1323.6224131839,1289.23785625515,1254.85329932639,1220.46874239763,1186.08418546888,1151.69962854012,1117.31507161136,1082.93051468261,1048.54595775385,2193.0930890123,2198.0149418065,2202.9367946007,2207.85864739489,2212.78050018909,2217.70235298329,2222.62420577749,2227.54605857169,2232.46791136588,2237.38976416008,2242.31161695428,2247.23346974848,2252.15532254267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",1654.85254817578,1654.85557729257,1654.85860641491,1654.86163554279,1654.86466467621,1654.86769381518,1654.8707229597,1654.87375210976,1654.87678126536,1654.87981042651,1654.8828395932,1654.88586876544,1654.88889794322,1654.89192712655,1654.89495631542,1654.89798550984,1654.9010147098,1654.90404391531,2149.47555287049,2138.95696612413,2128.43837937777,2117.91979263141,2107.40120588505,2096.88261913869,2086.36403239233,2075.84544564597,2065.32685889961,2054.80827215325,2044.2896854069,2033.77109866054,2023.25251191418,2012.73392516782,2002.21533842146,1991.6967516751,1981.17816492874,1970.65957818238,2303.24730960902,2299.34445471781,2295.45213652675,2291.57032658946,2287.69899653639,2283.83811807454,2279.98766298732,2276.14760313431,2272.31791045107,2268.49855694891,2264.68951471472,2260.89075591073,2257.10225277434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",4269.55827642628,4277.7974010702,4286.06554345436,4294.36280577763,4302.68929059881,4311.04510083793,4319.43033977748,4327.84511106371,4336.28951870791,4344.76366708769,4353.26766094827,4361.80160540379,4370.36560593857,4378.95976840846,4387.58419904212,4396.23900444235,4404.9242915874,4413.64016783227,4433.81277502243,4421.46316934452,4409.11356366662,4396.76395798872,4384.41435231082,4372.06474663292,4359.71514095501,4347.36553527711,4335.01592959921,4322.66632392131,4310.31671824341,4297.9671125655,4285.6175068876,4273.2679012097,4260.9182955318,4248.5686898539,4236.219084176,4223.8694784981,2634.87813926154,2583.49833686207,2533.95772993775,2486.19048250171,2440.1331152373,2395.72442113848,2352.90538417007,2311.61910083957,2271.81070457637,2233.427292818,2196.41785670627,2160.73321330016,2126.32594021506,2093.15031260181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",5685.68184096472,5625.67118114002,5565.66052131531,5505.64986149061,5445.63920166591,5385.62854184121,5325.61788201651,5265.6072221918,5205.5965623671,5145.5859025424,5085.5752427177,5025.56458289299,4965.55392306829,4905.54326324359,4845.53260341889,4785.52194359419,4725.51128376948,4665.50062394478,4808.83095560964,4782.91795774611,4757.22443881416,4731.74853986248,4706.48841768476,4681.44224468639,4656.60820875216,4631.98451311519,4607.56937622695,4583.3610316283,4559.35772782176,4535.55772814474,4511.9593106439,4488.56076795057,4465.36040715722,4442.35654969499,4419.5475312122,4396.93170145397,3545.00609146419,3494.28565877488,3444.78290370039,3396.46859268149,3349.31419398754,3303.29186086728,3258.37441510407,3214.53533096596,3171.7487195411,3129.98931344915,3089.23245191982,3049.45406622959,3010.63066548803,2972.73932276546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
