"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46"
"11",5402.58786095191,5741.79387274219,6080.99988453247,6420.20589632274,6759.41190811302,7098.61791990329,9804.0612503021,10264.1216970039,10724.1821437058,11184.2425904076,11644.3030371094,12104.3634838112,3008.73263756735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",2957.0416824109,3219.27735435897,3514.36159407388,3846.40912933585,4220.0501132802,4640.49468840032,4064.54852099474,4206.07293319165,4356.58091102312,4516.64270558757,4686.8647658951,4867.89203660755,6142.09967097751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",2104.9822180462,2503.29467425932,3005.39056365981,3638.31147341408,4436.14488822752,5441.8600541872,4446.53771144779,4908.2689332711,5437.0278664052,6042.54466092707,6735.96195465449,7530.03991845385,10782.5734637697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",3149.51806231054,3422.19654596747,3728.77745844549,4073.47592762913,4461.0311530904,4896.77156452319,5701.44430030337,5981.19029457474,6260.93628884611,6540.68228311747,6820.42827738884,7100.17427166021,6619.71931558683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",3629.84479650135,3798.40826862691,3966.97174075246,4135.53521287802,4304.09868500357,4472.66215712913,1556.03448619589,1422.26245422441,1299.99078210775,1188.23078577766,1086.07877817457,992.708762068621,4756.04916642363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",3453.18166269322,3652.3648320892,3851.54800148518,4050.73117088116,4249.91434027715,4449.09750967313,4911.85577314493,5121.96687158489,5345.63183506659,5583.72499749685,5837.17709439033,6106.97890122939,7268.64109162807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",5548.90809534723,5902.78342836344,6289.02387849273,6710.5895300021,7170.71119378182,7672.91516775696,5730.28143788481,5846.43994558586,5966.00815035571,6089.0861398619,6215.77693972835,6346.18659977558,6373.81348628634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",3651.07771259699,3806.6490919745,3971.85741347119,4147.29964199011,4333.60972170546,4531.46086676085,6398.46600960153,6735.18972725802,7071.91344491451,7408.637162571,7745.36088022748,8082.08459788397,5382.70561776694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",6959.28814808239,7496.86520171735,8093.8183835001,8756.70586880287,9492.81019252678,10310.2182556124,6565.6725757979,6609.97906065451,6654.12510404299,6698.11291675251,6741.94465710376,6785.62243270609,5585.70107665099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",4077.95771577969,4466.68013090195,4910.24695155219,5416.39611282418,5993.95728631501,6653.00591199246,5884.13474894975,6094.48795684502,6304.84116474029,6515.19437263556,6725.54758053083,6935.9007884261,5705.06512176335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",3473.42009605207,3654.26513746978,3835.11017888749,4015.9552203052,4196.80026172291,4377.64530314062,10715.2863716823,11895.6781732381,13285.4877318272,14921.8686407759,16848.5660523915,19117.086111276,7553.31820673359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",7687.51259589536,8745.45493577858,10056.5633348092,11681.4205403525,13695.1067774006,16190.6690012337,8331.08355936057,8540.41556526658,8757.30282482524,8982.01802379958,9214.84368978306,9456.07254741294,11027.5649538629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",2378.32782059647,2505.89116494204,2633.45450928761,2761.01785363318,2888.58119797874,3016.14454232431,3150.97156587814,3278.58345731488,3406.19534875162,3533.80724018836,3661.4191316251,3789.03102306183,4803.47751497678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",4240.05553128918,4527.38304899601,4814.71056670285,5102.03808440968,5389.36560211652,5676.69311982335,4708.10497048191,4742.1907088912,4776.27644730048,4810.36218570976,4844.44792411905,4878.53366252833,5035.11826106348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",3058.95651964604,3363.48302732969,3709.07182754444,4101.25975148679,4546.33021554881,5051.41389071443,5598.31733537965,5916.64671156014,6234.97608774062,6553.30546392111,6871.6348401016,7189.96421628209,7871.1680219322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",3449.16152116973,3802.91755221272,4207.9850148271,4671.80650441441,5202.90414630967,5811.03617891055,4416.5051056363,4577.03081572648,4746.38140727925,4925.04202708378,5113.5244928152,5312.36875926328,6915.85351546612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",5331.99396775157,5677.21490082405,6022.43583389653,6367.656766969,6712.87770004148,7058.09863311396,6356.49385909781,6561.04008113799,6765.58630317816,6970.13252521834,7174.67874725852,7379.22496929869,7771.34392678129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",947.846155151718,1050.15547535291,1168.15126681573,1304.23864160774,1461.19147312985,1642.20893606832,2321.64447765643,2436.60899653476,2551.57351541309,2666.53803429142,2781.50255316975,2896.46707204808,7553.43263724884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",4023.44621755319,4518.56361708522,5105.03112789873,5799.703020999,6622.54321276703,7597.19900050468,9335.27419864302,9947.60862048753,10559.943042332,11172.2774641765,11784.6118860211,12396.9463078656,11520.8138785385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",2511.77617124739,2635.79253254451,2759.80889384162,2883.82525513874,3007.84161643586,3131.85797773298,7693.04738426993,8229.14091491529,8765.23444556064,9301.327976206,9837.42150685135,10373.5150374967,4490.14832006637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",4434.90430251745,4771.81086095385,5145.57914492778,5560.24228106021,6020.27466968087,6530.64026560511,4993.92933388782,5077.44450189882,5162.35632228945,5248.68815174947,5336.46373757047,5425.707224178,8769.66687679814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",3148.9144415268,3440.94586474493,3769.02517397901,4137.602061909,4551.67548407424,5016.86145899136,6004.56190492724,6346.07278737129,6715.53326268256,7115.23075355122,7547.63988763276,8015.43781858998,10374.9062726321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",2870.90284253913,2989.22451448424,3107.54618642935,3225.86785837445,3344.18953031956,3462.51120226467,5006.28691189869,5309.32260227564,5641.6200944396,6006.00497320125,6405.57566813936,6843.7298000998,5057.19968998601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",3172.67201971291,3282.25586743984,3391.83971516677,3501.42356289369,3611.00741062062,3720.59125834755,2391.8795517479,2333.30055301184,2277.01309774693,2222.92754339197,2170.95775410026,2121.02096356098,3825.16528972609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",10313.6524006919,11547.6843099749,12995.786591448,14695.094528166,16689.1853467062,19029.1957160252,6943.91921958825,6764.47590563919,6589.66972842845,6419.38085603441,6253.49255320702,6091.89110134425,9907.66185157958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",6505.59547002145,7697.40427922132,9198.66846116251,11089.7386786185,13471.8287933143,16472.4330343166,2925.06500610797,2604.28221252676,2259.88333894775,1883.4494555311,1459.36345238377,950.422617114514,3451.29480352274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",496.474975341043,543.428870247532,590.382765154021,637.33666006051,684.290554966999,731.244449873488,2994.58138500298,3683.65671292016,4579.94277093483,5745.74956337889,7262.12423545539,9234.48548863914,10673.2430990733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",448.332220230129,528.092454015093,632.58521596393,769.479715660777,948.823276858116,1183.77875727677,915.10340634123,966.184768874143,1017.26613140706,1068.34749393997,1119.42885647288,1170.5102190058,6343.93956578409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",3245.64581916663,3808.13049967452,4505.85091805997,5371.32121281077,6444.87275488736,7776.53361082337,7674.08962232855,8549.21596494546,9566.39089493975,10748.671427274,12122.8571409787,13720.0976639377,11622.8677770562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",1357.73250997006,1439.50070854785,1521.26890712563,1603.03710570341,1684.80530428119,1766.57350285897,3093.99589140236,3256.96235993533,3419.92882846831,3582.89529700128,3745.86176553426,3908.82823406723,5555.99535162353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",452.582418009833,523.552724088105,611.472070625201,720.388206438182,855.315558695362,1022.46609384098,1937.85198884644,2098.69842946964,2259.54487009284,2420.39131071604,2581.23775133924,2742.08419196244,7269.80948677339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",3462.60033484542,4212.45418236891,5195.7614242897,6485.20354051967,8176.0900714271,10393.4034540267,3741.80312645654,3890.99020431691,4046.12542628009,4207.44594705663,4375.19837680331,4549.6391581153,5567.23746079559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",1798.49879982473,1969.95540854777,2167.34915182877,2394.60367515499,2656.23617431029,2957.44718482113,3450.96321591785,3714.32344286386,3997.78200317291,4302.87270097575,4631.24639265169,4984.67991966982,5063.06358182275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",1990.86449898453,2282.05697926089,2639.42398170758,3078.00390079248,3616.25265937284,4276.82035412225,7981.02531481416,9490.87092366552,11381.1349135152,13747.6669154467,16710.4666863989,20419.7689377904,9613.2832157833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",3116.05673744362,3295.29474905606,3484.84267076119,3685.29353662118,3897.27449247953,4121.44875809736,4902.57778742904,5193.96827432251,5502.67789811366,5829.73604210899,6176.23327222462,6543.32497344675,4644.38811468125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",3535.54684115655,3925.80832494405,4377.36729075683,4899.85159442678,5504.40131716365,6203.90628734952,4863.09697802759,4986.98061877804,5117.83191862443,5256.04276363812,5402.02708096489,5556.22207849388,7705.01124908537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",3545.14326961254,3638.91023733923,3736.23171283594,3837.24243998734,3942.0822705343,4050.8963577019,4798.93245293569,4955.37355214024,5119.62514717138,5292.07718571785,5473.13908404032,5663.24069896152,6092.4974051133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",5073.38933986511,5900.85194023484,6915.09804250195,8158.29036987042,9682.1090558611,11549.9000135881,4432.19009744937,4410.06981143787,4388.60886772216,4367.78761319908,4347.58698056812,4327.98847087031,6111.42579157326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",1472.28988008013,1650.09740961651,1859.52907850796,2106.2094302851,2396.7633673997,2738.99407108,3663.898554358,4072.83382453151,4549.68251547067,5105.72326479002,5754.10779593907,6510.17198862277,7398.65095737353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",1573.87923372388,1682.88646529792,1791.89369687197,1900.90092844602,2009.90816002006,2118.91539159411,3800.35039251941,4230.52505301815,4729.76234759622,5309.14997588812,5981.55571853484,6761.91322129552,9386.56939890712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",5779.63648249622,6707.88276765395,7865.77704058146,9310.13417803074,11111.8250484987,13359.253962417,4228.49810863075,4167.18563994603,4105.41771719276,4043.18051372376,3980.4594512881,3917.23914027192,4880.52112287952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",9756.27180338337,10835.3341866741,12112.8046196456,13625.1645465479,15415.6032834975,17535.2514001568,5414.73785071478,5209.41616068101,5017.27308952414,4837.46276462607,4669.19360589302,4511.72484097767,7387.26504434238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",2251.63379572944,2409.30450753294,2582.80121132986,2773.71242041928,2983.78609305023,3214.94563650055,6216.57541911999,6993.36956154341,7913.06660945953,9001.95569055736,10291.1622109226,11817.5375608126,8364.5119381983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",5173.61645752135,6139.1269755029,7367.49167713769,8930.27096552566,10918.5071147443,13448.0280870483,6596.31215736537,6812.23571398604,7043.17695613276,7290.1803778945,7554.36311890204,7836.92001689345,7673.01829851169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",3576.93581929238,3501.14874174272,3427.95352654803,3357.26153392058,3288.98715548823,3223.04771062225,5839.02572262132,6044.17506451598,6245.89644301144,6444.4080089894,6639.90471991707,6832.56170982727,8495.63137923759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",5000.77221718196,5690.30450129405,6517.81080911911,7510.89946539869,8702.70316514723,10132.9843890367,2613.38145901646,2420.43029495826,2217.6428651062,2002.89795556598,1773.13400813243,1523.61608469329,2974.4637940276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",2374.46670707812,2457.92313586741,2538.31488083837,2615.94635047378,2691.07496864742,2763.92071607412,5021.85976561292,5507.86766663076,6059.69828986751,6686.26636850188,7397.69400704219,8205.47420226405,8728.91857792076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",2127.63954900135,2305.58180703385,2506.09687361091,2732.0482151807,2986.6625423169,3273.57588893669,3282.37404267571,3422.21002174804,3562.04600082036,3701.88197989268,3841.71795896501,3981.55393803734,6291.24783423648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",3353.13199745118,3509.26214767792,3665.39229790466,3821.52244813141,3977.65259835815,4133.78274858489,3921.82252253106,4047.5192424305,4178.94315307389,4316.35520569242,4460.02824138587,4610.24753286735,8763.5513545434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",4611.38779220042,4904.55630851297,5224.90373379824,5574.94975571655,5957.44765577528,6375.40596522146,4626.65848112073,4695.8235853518,4766.02265646477,4837.27115149573,4909.58475855197,4982.97940026633,7046.57477896833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",8426.50172421748,8848.30999460287,9302.96278810939,9793.01757640082,10321.2309712316,10890.5742306891,5632.19114879274,5632.14667301259,5632.10142678471,5632.05538293862,5632.00851284059,5631.96078628665,6680.8291750888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",6230.0054834027,7145.3126616909,8195.09600261779,9399.11263116498,10780.022372539,12363.814214453,7856.3154161891,8258.51036679285,8689.34121520477,9150.84681010274,9645.2111642506,10174.7737900429,9075.19134647467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",4371.09305378515,4893.88986082849,5499.96654052799,6202.58931237119,7017.13766251955,7961.44098048471,5114.02592961379,5397.07914009811,5701.8143203432,6029.89231642074,6383.10119576209,6763.36599235664,8053.68517208929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",2897.99316939767,3084.90635026113,3271.8195311246,3458.73271198806,3645.64589285153,3832.55907371499,4031.45710518539,4197.78240462849,4360.87360149991,4520.96842071211,4678.27559507766,4832.97966711231,5342.93474555932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",1683.49806470287,1689.29087915301,1695.11676126498,1700.975899802,1706.86848460482,1712.79470659786,2028.7314165926,2075.73157178196,2122.73172697131,2169.73188216067,2216.73203735002,2263.73219253938,4473.84301104346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",2626.68492985795,2944.27636072963,3316.35810159329,3752.27925193463,4262.99297003816,4861.33168715453,4698.2995617359,5044.86835827216,5429.10531860151,5855.10455211211,6327.40515223154,6851.03956123011,8191.77386607935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",5048.48671069497,5584.9477799597,6203.61074489123,6917.07139675633,7739.85557911985,8688.71492963607,4977.82074039806,4990.20290349938,5002.5467286788,5014.85254633617,5027.12068221957,5039.35145751599,5852.56601945021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
