"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52"
"11",5949.15600906456,5948.25009002755,5947.3440897353,5946.43800816082,5945.53184527716,5944.62560105733,5943.71927547431,5942.81286850109,5839.20204145252,5838.89669810556,5838.5913707256,5838.28605931181,5837.98076386336,5837.6754843794,5837.3702208591,5837.06497330164,5914.59700704762,5913.88019495223,5913.16316236649,5912.44590912796,5911.72843507399,5911.01074004177,5910.29282386826,5909.57468639028,6058.68875806859,6057.58817778944,6056.48723185522,6055.38591995634,6054.28424178279,6053.18219702414,6052.07978536955,6050.97700650773,5931.55786849233,5930.32903295163,5929.10045198769,5927.87212554776,5926.64405357913,5925.41623602907,5924.18867284487,5922.96136397384,5765.24167523464,5763.38507758886,5761.52817455699,5759.6709659401,5757.81345153898,5755.95563115425,5754.09750458626,5752.23907163515,5808.20152780177,5806.49063374696,5804.78050683208,5803.07114671316
"12",6491.74801754388,6490.36306556968,6507.79650579123,6518.2875120929,6512.40984170088,6511.04933518327,6528.50724978338,6539.02275941978,6555.75713580705,6549.04699523897,6564.69388118605,6576.76713076948,6573.29615686807,6566.58601629999,6582.23290224707,6594.30615183051,6518.40058220138,6521.42624884447,6524.45404754634,6527.48397980936,6530.51604713695,6533.5502510336,6536.58659300486,6539.62507455735,6778.04763911406,6781.46925785725,6784.89357359821,6788.32058846279,6791.75030457848,6795.18272407447,6798.61784908164,6802.05568173252,6554.46129177881,6523.26467439895,6546.86904859575,6558.54796638956,6558.34079419557,6527.14788327825,6550.75596747873,6562.43859882074,6561.19307551971,6563.20619586823,6565.21931621674,6567.23243656525,6569.24555691376,6571.25867726227,6573.27179761079,6575.2849179593,6650.75118854561,6651.73520948427,6652.71915535487,6653.70302617996
"13",6809.72979714509,6796.65674597568,6797.56338667638,6810.17878174987,6809.75845203213,6796.68541835919,6797.59207656704,6810.20748915837,6848.14955081313,6844.81338153697,6848.51745451423,6868.94614996524,6866.02134811597,6862.70451253135,6866.42794011534,6886.87601111087,6888.95324120464,6890.59300402202,6887.96110017274,6906.09346715679,6910.26895914084,6911.90872195821,6909.27681810893,6927.40918509298,6852.5625315505,6857.57319922717,6847.6671561164,6853.66476442986,6856.80263223731,6861.81574404069,6851.9029172716,6857.90358002437,6785.42315075159,6800.81938216058,6799.07025243231,6787.93615011113,6794.237047162,6809.65040968362,6807.89614351038,6796.74472937153,6835.35075227069,6852.5263864654,6843.6868694009,6824.26981716509,6837.50766208215,6854.68881466058,6845.84660658459,6826.423524859,6885.11972528766,6885.11176593152,6885.10380657539,6885.09584721925
"14",7056.2511532539,7045.94964636319,7056.89733298612,7049.71821235049,7056.12007831383,7045.81870166563,7056.76612356491,7049.58707514878,6967.17268297829,6962.37304635831,6966.66464668515,6965.88887896455,6967.02403081185,6962.22449659732,6966.51600535822,6965.74025418947,6714.30538827906,6713.50342572564,6710.9350514235,6692.25748486166,6694.84910075945,6694.02590633884,6691.43623829363,6672.73731581926,6631.92145708931,6637.78692351239,6622.70715404049,6615.03267569677,6614.42056646282,6620.23438971938,6605.15826420459,6597.46778165942,6695.36575186653,6707.73908101584,6687.41324374487,6688.57826181451,6674.99534852013,6687.33103227189,6667.06703561111,6668.22850915625,6501.37918308683,6510.22599753239,6489.80496662474,6495.58301231263,6472.95527620226,6481.78489228425,6461.34662329706,6467.10739102986,6679.76542655309,6689.11850634435,6668.10413161056,6671.11351901849
"15",6717.44351626451,6711.10178063727,6702.46309425246,6706.01570521614,6717.37657375557,6711.03483812833,6702.39615174352,6705.94876270719,6647.80245080987,6648.40065489115,6648.99885897242,6649.5970630537,6650.19526713498,6650.79347121626,6651.39167529754,6651.98987937882,6868.45059187076,6872.13473482162,6875.81788232402,6879.50003544853,6883.18119526374,6886.86136283621,6890.54053923051,6894.21872550922,6726.55996715706,6727.13263562496,6728.60412985042,6733.63682672741,6739.67814102863,6740.25080949653,6741.722303722,6746.75500059898,6565.57035850322,6565.60916957381,6565.64797041923,6565.68676104491,6565.7255414563,6565.76431165884,6565.80307165796,6565.84182145909,6450.51781830634,6449.54175424309,6448.56553410619,6447.58915782208,6446.61262531713,6445.63593651768,6444.65909134998,6443.68208974026,6666.4582171856,6676.1622437502,6665.67712978128,6670.72040368532
"16",6894.16837157186,6898.70299994418,6914.4165555126,6910.43018735973,6911.31047388182,6915.84572125452,6931.58765654214,6927.58074091414,6959.12937439217,6956.96320415352,6976.78636740604,6968.40150916028,6975.14494867175,6972.99256959248,6992.82953588008,6984.45849255531,7194.35246948776,7192.65969132565,7212.14695758679,7200.82808293652,7215.38447674673,7213.71741582314,7233.230430769,7221.93733628808,7240.14394295823,7238.63344263176,7257.82105304507,7254.95377285056,7264.71358177403,7263.23448606926,7282.45354124529,7279.61774600582,7337.92557965311,7335.4437005742,7353.76820401538,7353.50441428313,7364.08578069984,7361.63908593712,7379.99882101583,7379.77031030611,7383.4168998521,7383.05284178308,7395.1076903166,7395.73118266607,7415.63133259473,7415.31973344604,7427.42712632552,7428.10324858569,7352.78396606704,7353.45522289076,7351.35123330949,7364.37609187121
"17",7972.52208568877,7971.09878554616,7989.70694373688,8001.72083109428,7998.90763511833,7997.48433497572,8016.09249316645,8028.10638052384,7941.36954884624,7941.53204751802,7949.40536517681,7949.80837495257,7945.95803709648,7946.12119822336,7953.9951784329,7954.39885085506,8112.49897244831,8114.97467652516,8117.45038060202,8119.92608467887,8122.40178875572,8124.87749283258,8127.35319690944,8129.82890098629,8316.7199743172,8318.81005798629,8320.9001416554,8322.9902253245,8325.0803089936,8327.1703926627,8329.2604763318,8331.3505600009,8213.03193790158,8218.7104284944,8218.99580638235,8220.48472148368,8229.01698659708,8234.70731982586,8235.00454912346,8236.50532441465,8165.34847327261,8170.04737609271,8172.19442640314,8163.35798795195,8177.11824267071,8181.82686870473,8183.98365026159,8175.156951096,8261.64436042872,8270.39767278537,8274.85000807947,NA
"18",4110.01982931049,4093.36492747132,4093.44446114838,4071.62248574927,4095.60722335818,4078.97252106923,4079.07222598645,4057.27039355711,4139.59716148814,4137.71402905106,4137.79469918947,4111.28490105373,4137.00932212752,4135.12598322785,4135.20644683838,4108.69644210943,4279.87375127319,4276.42509220699,4275.73605789649,4259.13435845491,4289.06124566371,4285.62067963924,4284.93974549944,4268.34615336381,4524.14454616715,4531.34509215177,4536.29993951272,4518.15214029554,4547.83287161756,4555.0878940014,4560.09734304176,4542.0042710723,4426.44440059005,4434.08890198964,4444.44923672257,4440.35852978883,4462.97115618842,4470.61565758801,4480.97599232094,4476.8852853872,4529.07777522126,4529.85333899697,4529.56077777268,4534.34332071506,4562.12211365743,4562.89767743314,4562.60511620885,4567.38765915123,4472.47339828404,4471.93022077293,4473.48095601874,4483.30556522884
"19",3654.3812769133,3654.36007463254,3654.33891949226,3654.31781138765,3654.29675021413,3654.27573586736,3654.25476824323,3654.23384723785,3275.89644677523,3276.55063269184,3280.59207351147,3273.34195235946,3250.77586325429,3251.35326182912,3255.31729484038,3247.98913725131,3422.37212372987,3421.83723356657,3415.43888498214,3393.55213706264,3373.90588873048,3373.2341096969,3366.69760171453,3344.67140376597,3412.99372999349,3403.87226726867,3392.4211351783,3378.95394067171,3362.66015657057,3353.39519720467,3341.79920616528,3328.18576829715,3170.01936152537,3153.27951455022,3144.29466535788,3125.77189663285,3112.32351340289,3095.44999746936,3086.33023456133,3067.67128694059,3367.74849411816,3340.10762709403,3334.8926348425,3326.27724259902,3325.79078496755,3298.29753831386,3292.94951754621,3284.24279796398,3494.45036760843,3490.2528151731,3486.06030486015,3481.87283061298
"20",6979.73118197534,6943.23177704412,6945.25299386722,6915.71430073488,6947.48641594996,6911.02443282792,6913.08302803014,6883.58166989728,7168.23286470536,7138.40333400881,7139.98583269141,7113.77103249959,7148.38808891243,7118.64113928709,7120.21925692737,7094.07703066584,7000.51008291822,6971.94516476538,6979.68170494588,6970.01720345972,7000.34541030688,6971.78049215405,6979.51703233455,6969.85253084838,6964.50067026941,6934.78564636217,6945.62449133715,6924.36973814878,6949.74227914281,6920.08243464125,6930.89048917343,6909.67303029148,6666.89120930073,6663.06025397301,6659.22818838614,6655.39501125694,6651.56072129964,6647.72531722586,6643.88879774462,6640.0511615623,6810.08407736189,6787.65886858473,6796.04773405426,6793.95956102773,6795.35270691174,6772.95994091713,6781.31451812619,6779.21471981357,7069.88668398877,7050.17349589422,7068.65004392589,7077.94716092619
"21",6943.07467264445,6939.28384498792,6910.66006789046,6914.76582963057,6925.43905408742,6921.64168028632,6893.01134800471,6897.11054549947,6480.82681036565,6474.35159421601,6454.75226528465,6446.19015755295,6445.8736560108,6439.35703803786,6419.78721850705,6411.1948304506,6713.21282296473,6705.83725119036,6700.45756762079,6685.04381157663,6689.17751698979,6681.82835196418,6676.46792926777,6661.10935907165,6545.81619893225,6531.03173544281,6526.63792980845,6521.96857731011,6528.01696186645,6513.24462497335,6508.8629376735,6504.20569525345,6249.01669571984,6221.05420595191,6223.39840023597,6196.60999476076,6198.93067172646,6171.06896949599,6173.51374850389,6146.82572534702,6892.48679565225,6845.20477088347,6857.0213918053,6833.99912356782,6850.09128363301,6802.87478798692,6814.7568367456,6791.79989521564,6499.62323172129,6494.46559595291,6489.3120529151,6484.16259936018
"22",7701.23682524317,7702.11240072885,7702.98797621454,7703.86355170022,7704.7391271859,7705.61470267158,7706.49027815727,7707.36585364295,7970.78139444618,7974.67076036512,7978.56306672088,7982.45831573649,7986.35650963665,7990.25765064777,7994.16174099791,7998.06878291684,8115.33500912364,8120.13753289755,8127.60564384396,8119.96027213337,8140.06628448315,8144.86460504554,8152.33663012487,8144.64921367608,7914.15121896383,7923.57852778846,7935.95135744641,7917.40168710437,7922.84253759566,7932.26984642028,7944.64267607825,7926.0930057362,7522.15058331991,7526.58436234057,7538.17584969457,7538.2156703819,7523.25861606923,7527.69239508989,7539.28388244388,7539.32370313121,7838.25042364051,7832.87503849228,7824.31844329279,7840.03240923324,7846.77995750497,7841.4080676328,7832.85496914169,7848.57243322342,7599.10722139848,7596.35494006036,7593.60205296296,7590.84855961983
"23",7100.63919451931,7078.61924266477,7082.35662601702,7065.13999035296,7096.14506478281,7074.12612008349,7077.86451036525,7060.64888140504,6439.75572321333,6429.7491491613,6402.62963540644,6389.62504121689,6408.6907254366,6398.63287981433,6371.46186233254,6358.40553053628,6502.13048910833,6469.45274289003,6430.35827143112,6408.8094524337,6454.54074240151,6421.70492655392,6382.45103540437,6360.7414280034,6378.86963164337,6339.3465818586,6288.38914656357,6250.61328854187,6273.04433809426,6233.28782620975,6182.09490106543,6144.08149452149,5594.73004560257,5539.8507934806,5502.1165315999,5472.00258492477,5477.60426300264,5422.41165121375,5384.3606520061,5353.92652611486,5902.76583240836,5859.58308817405,5844.01044626194,5808.80391140491,5794.7891970722,5751.65570559355,5735.62091374087,5700.3124557026,6074.50168521341,6057.41917962349,6068.43813665261,6043.60160628703
"24",5901.90451176437,5918.17228864836,5934.48490539112,5950.84248558746,5967.24515317288,5983.69303242447,6000.18624796189,6016.72492474829,5625.77358171128,5626.84788738399,5627.92219305669,5628.99649872939,5630.0708044021,5631.1451100748,5632.21941574751,5633.29372142021,5717.01500949314,5716.97703320669,5716.93903874822,5716.90102610023,5716.86299524515,5716.82494616542,5716.78687884346,5716.74879326162,6229.61883690963,6235.84529827072,6242.07798293729,6248.3168971295,6254.56204707371,6260.81343900252,6267.07107915475,6273.33497377545,6391.52447073135,6402.14648470318,6412.7861512994,6423.44349985675,6434.11855976072,6444.81136044561,6455.52193139467,6466.25030214013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",6251.86513700488,6252.2681563352,6252.67117566552,6253.07419499584,6253.47721432616,6253.88023365649,6254.28325298681,6254.68627231713,5992.40920131273,6006.34043207803,5966.34293342354,6020.24060364804,5992.5666996486,6006.49829553079,5966.49974459963,6020.39883035693,5986.62810979429,6006.95854616338,6002.44813228048,6026.52377251419,5988.19474319664,6008.53490890313,6004.02772923353,6028.11415290087,6672.85475918844,6672.94318479917,6673.03189371456,6673.12088684228,6673.21016509292,6673.29972937997,6673.38958061986,6673.47971973193,6653.82814084498,6653.94187229617,6654.05602456433,6654.17059920653,6654.28559778558,6654.4010218701,6654.5168730345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",6231.20248752694,6213.63306799011,6196.06364845328,6178.49422891645,6160.92480937961,6143.35538984278,6125.78597030595,6108.21655076912,5911.30802474196,5892.5810323061,5873.91336688284,5855.30484052452,5836.75526587891,5818.26445618728,5799.83222528258,5781.45838758751,6088.25263826933,6074.34872693429,6060.47656834702,6046.6360899929,6032.8272195229,6019.04988475321,6005.30401366488,5991.58953440344,5808.42112411767,5801.59444939737,5794.7757981118,5787.96516083095,5781.16252813592,5774.36789061887,5767.58123888301,5760.8025635426,5488.53079105879,5475.5143504798,5462.4979099008,5449.48146932181,5436.46502874281,5423.44858816382,5410.43214758482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",6039.6907277952,6033.58091863959,6027.47729022561,6021.37983630077,6015.28855061888,6009.20342694011,6003.1244590309,5997.05164066401,6132.99385807426,6135.77985952594,6138.56712655921,6141.35565974897,6144.1454596704,6146.93652689892,6149.72886201023,6152.52246558028,6669.4273377857,6717.30166203365,6631.14993861291,6672.69791677345,6722.4737411971,6770.83268186737,6684.09690897635,6726.0797725098,6577.84953662833,6621.37302466911,6570.80198145989,6611.49138963956,6661.3279332359,6704.85142127668,6654.28037806746,6694.96978624713,6183.53649065048,6191.6017791468,6199.66180417896,6207.71657944198,6215.7661185686,6223.81043512981,6231.84954263511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",5039.07490548605,5040.70528861685,5042.33567174765,5043.96605487845,5045.59643800925,5047.22682114005,5048.85720427085,5050.48758740165,4942.29926511608,4941.91839843747,4941.53751706152,4941.15662098594,4940.77571020848,4940.39478472686,4940.01384453882,4939.63288964209,5473.28464773215,5473.76941848568,5474.2541677438,5474.73889551034,5475.22360178908,5475.70828658385,5476.19294989845,5476.67759173668,5443.64914186341,5451.83634940705,5438.17278051401,5425.17134537847,5445.67290874167,5453.86310807378,5440.20253539205,5427.20410089719,5552.24885455607,5546.85075021229,5514.36820489455,5549.32887780631,5552.27858724098,5546.88040149111,5514.39777521194,5549.35836760329,4776.85234375952,4794.24849714649,4774.57411615043,4789.4372017442,4777.41720944068,4794.81232202009,NA,NA,NA,NA,NA,NA
"29",5581.72198606031,5582.14662474286,5625.93158160723,5627.8166293807,5628.82717715416,5629.25181583671,5673.03677270107,5674.92182047454,5921.61592342313,5901.84225527704,5945.52732527367,5984.39216131663,5999.56856644627,5980.18420976075,6024.26053551911,6063.51858133519,6567.64936548122,6583.65117027093,6611.48558666926,6638.69818252587,6667.39968998456,6683.9948918779,6712.42623539468,6740.23930938397,7010.89943130738,7045.63195776136,7053.06160081704,7119.90038002783,7137.71115208778,7173.39262140347,7181.27740524342,7249.65404130677,6628.50224140207,6639.42652103794,6629.49720332103,6723.95115561585,6764.68757423248,6775.83629773273,6765.70297805749,6862.09752604979,6503.78772341147,6509.28392709827,6496.85965959307,6557.77483431061,6574.23381799409,6579.63499891327,NA,NA,NA,NA,NA,NA
"30",7094.95792993636,7153.68879604754,7123.04944676554,7200.03403147366,7146.1173684498,7205.31842767005,7174.50441042981,7252.09203343525,7601.64291810606,7618.4090436769,7635.23214539068,7652.11241686879,7669.05005239064,7686.04524689583,7703.09819598644,7720.20909592924,7720.59941507918,7794.77234989603,7804.08196657791,7895.00033135316,7784.59770386414,7859.25185732327,7868.50525479117,7960.03993085356,7915.36971517846,7986.55774323549,8015.66653099826,8087.90039834138,7997.08930263964,8068.58988422683,8098.01242094563,8170.56123724281,7673.95823438036,7737.94168877884,7772.1080409046,7819.49538166672,7757.02609742884,7821.00955182733,7855.17590395309,7902.56324471521,8148.18835076243,8186.45284618398,8230.89989133395,8259.54025382579,8216.76706542397,NA,NA,NA,NA,NA,NA,NA
"31",5488.61342657624,5506.07132240896,5523.52921824169,5540.98711407442,5558.44500990714,5575.90290573987,5593.3608015726,5610.81869740533,5292.48209893829,5273.97857596513,5247.40263166519,5287.3588674724,5292.52939922349,5274.0256354071,5247.44937911932,5287.40589570278,5325.10297926798,5324.03298615059,5322.96320803098,5321.89364486593,5320.82429661227,5319.7551632268,5318.68624466636,5317.61754088777,5461.72260285634,5460.1559339906,5458.58971451629,5457.02394430451,5455.45862322638,5453.89375115308,5452.3293279558,5450.7653535058,5648.21993954161,5646.37895514217,5644.53857079434,5642.69878630257,5640.85960147132,5639.02101610514,5637.18303000865,5635.34564298652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",6072.20044027266,6140.94701236028,6136.17402241199,6147.92554983435,6120.72164855308,6189.74765258191,6185.25570381361,6197.28989092226,6022.56748390005,6072.2934784783,6070.97541055654,6080.47796763478,6079.56868443525,6129.29467901349,6127.97661109174,6137.47916816998,6118.03621155121,6121.95051189936,6125.8616428127,6129.76961143837,6133.67442489707,6137.57609028325,6141.47461466519,6145.37000508515,6423.31110553731,6423.34351679291,6423.37589376043,6423.40823651249,6423.44054512152,6423.4728196597,6423.50506019898,6423.53726681107,6580.059417923,6588.84909185634,6597.6579192384,6606.48594180617,6615.33320138759,6624.19973990177,6633.08559935913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",6893.75746977046,6866.10233146126,6833.79589112216,6900.1141383365,6893.68080574318,6866.02566764774,6833.71922752241,6900.03747495053,6363.23923906605,6354.36344330566,6345.50002799293,6336.64897585894,6327.81026965884,6318.98389217186,6310.16982620121,6301.36805457413,6477.27300597844,6475.81891033183,6474.36514111799,6472.91169826363,6471.45858169549,6470.00579134033,6468.5533271249,6467.101188976,6521.24995528269,6521.3165754451,6521.38319526443,6521.4498147407,6521.51643387391,6521.58305266406,6521.64967111116,6521.71628921523,6773.03162248181,6770.5036341178,6767.97516568518,6765.44621682212,6762.91678716634,6760.38687635505,6757.856484025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",7964.04564356068,7980.13876645073,7996.26440906956,8012.42263713051,8028.61351647971,8044.83711309632,8061.09349309286,8077.38272271542,7837.43087482359,7887.88576693644,7868.31941551767,7947.44635383405,7883.74578143112,7934.39565584624,7914.61146619971,7994.10089364694,8018.00649513761,8029.0243263122,8040.05729748496,8051.10542946034,8062.16874307131,8073.24725917952,8084.34099867527,8095.44998247757,7855.54395598588,7859.20581916577,7862.86682668867,7866.52697935249,7870.18627795386,7873.84472328805,7877.50231614909,7881.15905732971,8402.82135570244,8408.20420884459,8413.58533352579,8418.96473196012,8424.34240635673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
