"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24"
"43",2184.00330914519,2283.70660965625,2383.4099101673,2483.11321067836,2582.81651118941,2682.51981170047,4120.74575928176,4314.97584326026,4509.20592723876,4703.43601121727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",4678.8016646804,5503.33838488539,6549.55226533742,7877.04133505207,9561.42658661313,11698.6597589256,10394.5807979437,11002.05083087,11609.5208637963,12216.9908967227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",3572.39619052365,3748.25213218918,3932.76481587597,4126.36038119416,4329.48594504151,4542.61063423825,4460.68121725867,4564.72763515113,4668.77405304359,4772.82047093605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",3552.42771741393,3724.32043773411,3896.21315805429,4068.10587837447,4239.99859869465,4411.89131901483,6334.72572088007,6654.68695762466,6999.60691902106,7371.43252196018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",3678.03757511141,3741.82542228219,3805.61326945297,3869.40111662374,3933.18896379452,3996.97681096529,5873.51084966528,6122.87025834946,6387.79623179203,6669.26053175509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",6109.88186111967,6925.35260495315,7880.67913864401,8999.84716873607,10310.9560256638,11846.9241631497,4627.3835848412,4627.38356679855,4627.38354875591,4627.38353071327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",2230.44457957598,2498.49641855055,2812.48386534764,3180.2788303936,3611.10222060568,4115.75511472739,6658.24715679286,7518.32287115704,8540.96824967664,9756.91186108368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",2389.98782008296,2672.03471634596,2999.78032588908,3380.62899324908,3823.18475359042,4337.44571285528,8136.71839652289,9287.89630148096,10679.4272476497,12361.4942555427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",5184.73128161464,5922.71964006629,6784.61613378925,7791.22492020763,8966.84317167299,10339.8475521494,5986.75455761931,5986.99796526129,5987.24856062071,5987.50655594761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",5586.74579339848,5813.85797735234,6040.97016130619,6268.08234526004,6495.1945292139,6722.30671316775,5848.4215354728,5755.12439489476,5661.82725431672,5568.53011373869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",3243.42989545989,3464.46662876208,3708.39610089374,3977.58930912435,4274.66281452832,4602.50417498863,6794.11580945212,7162.07845214366,7530.04109483521,7898.00373752675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",5757.59079860892,6703.77465543555,7840.45875445063,9205.99752541117,10846.4674999732,12817.2220436518,9581.07163420165,10217.007613223,10915.1524551371,11681.5915879587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",4442.34061832194,4478.48226328054,4514.91794658795,4551.65006045823,4588.68101656781,4626.01324621383,7782.0078635711,8161.48993266944,8559.47707697354,8976.87167853582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",4888.97295384146,5184.48785118819,5480.00274853491,5775.51764588164,6071.03254322836,6366.54744057509,2177.20887599318,1988.16284093444,1789.14525570953,1577.72060711158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",3519.60917568812,3637.64479045003,3764.47720721105,3900.76202238222,4047.20369179577,4204.55917203539,9244.38816340906,10202.1049206057,11310.7085770374,12593.9711469134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",2986.79150894421,3233.19414953932,3510.65164002136,3823.07791450714,4174.88019174782,4571.02114524295,4779.45768843392,5100.12952156501,5452.1610293143,5838.61898927356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",3582.78587025972,3700.18866164854,3817.59145303736,3934.99424442618,4052.397035815,4169.79982720383,6186.69313731592,6428.17821080015,6686.23863381298,6962.01212558496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",4561.83313349704,4761.88681816884,4974.13298149887,5199.3147067054,5438.22036498174,5691.68637561872,5672.63164302449,5792.40640175039,5916.1162527659,6043.89047999941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",3960.81033712101,3960.5809446245,3960.35155212799,3960.12215963149,3959.89276713498,3959.66337463847,6741.18704962182,6883.00477021266,7029.1593884258,7179.78353000722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",8981.52638023305,10271.0444879536,11858.2608728455,13811.9021884552,16216.5613303256,19176.3603181846,8181.12123938835,8373.10515623513,8574.82193278932,8786.76498828958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",4044.61234630299,4195.40170383351,4343.52494994389,4489.16110903342,4632.46917225019,4773.59115425821,7216.87077342,7537.71922480833,7888.84002069655,8273.08938444356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",3831.86676519359,4116.62048767626,4432.42655583185,4782.67122274738,5171.11001184097,5601.90798572956,5491.83600536198,5714.13836671595,5936.44072806992,6158.7430894239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",1817.98844910623,1830.10279803418,1842.36201121529,1854.76782094669,1867.32198024043,1880.02626307123,3034.37644668022,3162.62939781162,3299.35638546689,3445.1173132925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",3510.35715805402,3898.51120891501,4344.97112539715,4858.49521868717,5449.15741400182,6128.54487319332,5776.29955556832,6014.26493282949,6252.23031009067,6490.19568735185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",5414.20105560055,5681.57394690194,5948.94683820332,6216.3197295047,6483.69262080609,6751.06551210747,6564.67743760213,6691.5229788032,6822.43954118995,6957.55778141247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",4678.23993851783,4930.43159460063,5182.62325068344,5434.81490676624,5687.00656284904,5939.19821893184,4492.63355968519,4512.95077649406,4533.3598746668,4553.8612697222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",6636.89411569842,7117.61787126547,7598.3416268325,8079.06538239954,8559.78913796659,9040.51289353362,6687.64172122382,6751.41159124667,6816.1185764526,6881.7764479982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",4387.10508248632,4386.9031792933,4386.70128539227,4386.49940078279,4386.29752546444,4386.09565943678,4654.00254847053,4654.0010414977,4653.99952253086,4653.99799137757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",3599.02190030071,3804.92474429585,4028.41247309683,4270.98690264574,4534.27810966938,4820.05538563732,4953.01850664948,5131.14008127158,5319.65992410811,5519.18505866024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",6999.90607440412,7176.94235799579,7347.00681568214,7510.77171804936,7668.81043337577,7821.6164618039,8468.43041348397,8829.79320495443,9228.41278020347,9668.13034250458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",6590.78376184293,6853.74437401799,7116.70498619304,7379.66559836809,7642.62621054314,7905.58682271819,8881.06873786323,8992.8613668122,9106.06121287165,9220.68598973178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",2305.64479860865,2503.90771505315,2735.49259015631,3005.99983043267,3321.97110018566,3691.04751827829,6131.78195803347,6441.44037174679,6751.09878546011,7060.75719917343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",8152.16027344803,8521.00490688509,8889.84954032215,9258.6941737592,9627.53880719626,9996.38344063332,4690.34006979078,4458.7628593738,4238.61936241608,4029.34505962304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",3237.67623384671,3466.08579147159,3717.04078312956,3992.76658240403,4295.7082209954,4628.55207033379,7333.49973379404,7985.74862977164,8696.00920335844,9469.4410719333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",2993.58681015986,3509.86397483763,4148.89628198597,4939.87120305226,5918.91611010511,7130.74837494352,5830.18048976669,6133.5980457447,6437.0156017227,6740.43315770071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",3489.28819344667,3900.17345595413,4384.58747375648,4955.68836749846,5628.98893033635,6422.77800138381,5556.707149381,5812.24964650403,6067.79214362705,6323.33464075008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",4347.85074516809,4539.71821333894,4731.58568150979,4923.45314968063,5115.32061785148,5307.18808602233,7233.27975842401,7610.26285583303,8006.89350739154,8424.19570167281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",6251.9910020366,6360.32498545948,6468.65896888235,6576.99295230522,6685.32693572809,6793.66091915096,8159.21530785524,8345.47071791022,8535.97789439934,8730.83389500163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",7249.56979309845,7410.94236676076,7572.31494042306,7733.68751408536,7895.06008774767,8056.43266140997,6526.19601537545,6464.52378167605,6403.43434757392,6342.92220564133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",7474.86320475092,7699.3255979689,7934.70243591309,8181.52443155494,8440.34810369158,8711.7570317496,9500.10853642467,9803.06932767934,10106.030118934,10408.9909101887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",2786.64746672341,2924.98186973836,3073.6935428391,3233.56094555621,3405.42093420822,3590.17314258514,2874.71596040385,2930.59981590652,2986.48367140919,3042.36752691186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",3479.93938415203,3788.23658950272,4123.84667485929,4489.1893618451,4886.89874174114,5319.84226707146,3307.18308521271,3341.67891204491,3376.17473887712,3410.67056570932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",2973.95609690796,3371.22345803187,3841.10623809293,4396.87761174234,5054.23692107481,5831.75314816757,6340.32350710998,6609.78344617779,6879.24338524561,7148.70332431342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",6416.00191353839,7201.91572525149,8128.42700752835,9220.68819875892,10508.3514282196,12026.3734964002,7630.54277684734,7877.57327511658,8136.69853226299,8408.51071481386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",4437.07625238049,4613.4796641678,4789.88307595511,4966.28648774243,5142.68989952975,5319.09331131706,7227.01717498022,7521.45557388374,7810.06380973671,8093.27176155716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",5565.08039700889,5778.54013014123,5991.99986327357,6205.45959640591,6418.91932953825,6632.37906267059,2739.28723595908,2653.79064826496,2568.29406057083,2482.7974728767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",2474.73783139241,2587.47115683439,2700.20448227637,2812.93780771836,2925.67113316034,3038.40445860232,4303.72535381457,4498.42136221072,4693.11737060687,4887.81337900302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",4532.82922698654,4762.85196720112,4992.87470741569,5222.89744763027,5452.92018784485,5682.94292805943,6897.68317600032,7166.03842113044,7450.76080372533,7752.84856471246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",6561.18478030493,6863.35023451091,7165.51568871689,7467.68114292286,7769.84659712884,8072.01205133482,9842.82013940218,10164.775975244,10503.6617414036,10860.3676920982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",2883.50097237016,3126.19943583421,3399.93391262414,3708.67325408499,4056.89384391897,4449.64450086658,4483.10938231213,4759.97816916939,5063.10393038936,5394.97675779679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",2933.98499647767,3063.76078871013,3193.5365809426,3323.31237317506,3453.08816540753,3582.86395763999,5521.55924908272,5859.91912399296,6229.24854934317,6632.38211967479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",2472.16637406381,2623.53437208649,2774.90237010917,2926.27036813184,3077.63836615452,3229.0063641772,4749.01853900142,5104.452117297,5498.63059139618,5935.77744225994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",4736.05786569695,4828.89035024575,4924.36536535939,5022.55813220449,5123.54601316181,5227.4085727772,9910.73099475654,10509.5932525167,11172.8405715761,11907.3951382384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96",2746.75632138838,2829.62003561931,2915.89836332878,3005.7320124891,3099.26748930821,3196.65733716091,3011.424670763,3032.00114098414,3052.71820616383,3073.57682695967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",7076.62666093744,7302.16383761914,7524.26835709743,7743.14008078329,7958.95935388202,8171.88961906408,8934.85676500711,9055.92728042982,9179.72779213586,9306.31985829801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",4073.17428936361,4293.68082322069,4514.18735707778,4734.69389093486,4955.20042479195,5175.70695864903,4269.35962803127,4314.0425437235,4359.19310869542,4404.81621734224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",1224.86365232918,1232.61605295406,1240.2692660585,1247.82638690966,1255.29035927634,1262.66398543512,2916.50764393429,3036.80854168029,3162.07164346117,3292.50163161386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",4874.58500446111,5374.12693644562,5939.19670587762,6578.38998252097,7301.42998042558,8119.31536450729,3985.14295049767,3976.15509325782,3967.16723601798,3958.17937877813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",2553.67573189218,2634.82370191772,2715.97167194326,2797.1196419688,2878.26761199435,2959.41558201989,2546.08971255657,2574.35786162742,2603.08700442966,2632.28465879617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",5152.24962966702,5152.49043373964,5152.73123781226,5152.97204188488,5153.2128459575,5153.45365003012,6443.15940234239,6565.3833062842,6691.07047252963,6820.31903397576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",968.100787439503,946.254091437299,923.923445118482,901.074397834952,877.668185896855,853.660934755975,2128.00100695018,2195.70479028133,2268.24220818447,2345.95835249975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",10543.2891286547,12662.9032609816,15355.7053367873,18776.6973507928,23122.7970753289,28644.1729622888,5052.7717338536,4964.80924161256,4876.04073268326,4786.43620863463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",3206.28621082689,3284.62967512744,3362.04792901749,3438.58315092413,3514.27426549263,3589.15729072487,4422.07868930397,4623.69102821966,4837.97313327686,5065.72120065557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",7426.03386258567,7995.04099603989,8625.71946996423,9324.75347865392,10099.5516769565,10958.3257002949,6974.56784149011,6990.71837305559,7006.86890462106,7023.01943618653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",3843.81337126213,3881.96790317273,3920.67831820418,3959.95271515965,3999.79931083586,4040.22644174211,5388.31029816353,5587.08520147908,5796.16739816302,6016.09136361848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",1125.55088186046,1048.42886449752,960.627854958432,857.140119667655,727.516080745103,541.101728046506,2216.77146899869,2301.27206052193,2391.49588357352,2487.83057306269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",5622.32811080432,5920.15072632541,6233.74942402594,6563.95988513346,6911.66205808372,7277.7825034168,6283.23404145753,6407.34727367262,6531.46050588772,6655.57373810282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",7766.80130230359,8553.4714922156,9447.43467852249,10463.3244233231,11617.7701425642,12929.6693181343,3393.46742588212,2980.03590609763,2566.60438631314,2153.17286652865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",4349.40661156456,4809.83124479927,5336.9620483299,5940.46339029482,6631.39980932786,7422.4388708018,6720.97866949151,6958.56234299372,7196.14601649593,7433.72968999813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
