"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78"
"11",6015.6839489344,6015.67896882347,6015.67398166669,6015.66898744408,6015.66398613558,6015.65897772106,6015.65396218029,6015.64893949295,6049.72408315392,6050.55913011044,6051.39437824143,6052.22982759535,6053.06547822068,6053.9013301659,6054.73738347952,6055.57363821006,5997.50330413801,5997.9061154542,5998.30895382448,5998.71181925066,5999.11471173456,5999.51763127799,5999.92057788278,6000.32355155073,5973.85692309268,5975.16196310471,5976.46700311674,5977.77204312877,5979.07708314081,5980.38212315284,5981.68716316487,5982.9922031769,5916.0775214609,5914.7319382388,5913.38666106309,5912.04168986418,5910.69702457245,5909.35266511835,5908.0086114323,5906.66486344476,5808.30331222324,5803.85994359908,5799.41997416461,5794.98340131943,5790.55022246516,5786.12043500537,5781.69403634564,5777.27102389354,5952.00793683978,5949.45424437266,5946.9016475602,5944.3501459323,5941.79973901909,5939.25042635088,5936.70220745819,5934.15508187173,5924.71351915092,5924.72123369437,5924.72894824786,5924.7366628114,5924.74437738498,5924.7520919686,5924.75980656227,5924.76752116599,5797.47496423603,5797.48803920879,5797.50111151351,5797.51418115131,5797.52724812326,5797.54031243046,5797.55337407401,5797.56643305499,5781.9338438689,5780.27054453921,5778.60449969371,5776.93569945815,5775.26413390352,5773.58979304555
"12",6555.81486250472,6563.17519323971,6570.54860205231,6577.93511218008,6585.33474690186,6592.74752953787,6600.17348344974,6607.61263204065,6303.8346265865,6309.05754607199,6314.28046555747,6319.50338504296,6324.72630452844,6329.94922401393,6335.17214349941,6340.3950629849,6349.61049276276,6350.6042367071,6351.59798065145,6352.59172459579,6353.58546854013,6354.57921248448,6355.57295642882,6356.56670037317,6552.56057798586,6552.59753025456,6552.63446844369,6552.67139256406,6552.70830262645,6552.74519864165,6552.78208062042,6552.81894857352,6549.70249157992,6554.95961401087,6560.21231219975,6565.46059712046,6570.70447970175,6575.94397082747,6581.17908133685,6586.40982202475,6468.15456705137,6470.910991893,6473.66859139393,6476.42736605474,6479.18731637624,6481.94844285943,6484.71074600553,6487.474226316,6716.3412203699,6720.29228125996,6724.24566646346,6728.20137734772,6732.15941528092,6736.11978163197,6740.08247777063,6744.04750506748,6522.23888389374,6525.30081835596,6528.36275281817,6531.42468728039,6534.4866217426,6537.54855620482,6540.61049066703,6543.67242512925,6578.13756274099,6578.29516938793,6578.452779811,6578.61039401028,6578.76801198587,6578.92563373785,6579.08325926631,6579.24088857135,6507.37315080599,6502.37876459586,6497.38245567947,6492.38422109565,6487.38405787523,6482.38196304105
"13",6529.54062844274,6526.85583798474,6524.17049252211,6521.48459159677,6518.79813474996,6516.11112152226,6513.42355145359,6510.7354240832,6637.45659258397,6637.45969690347,6637.46279968505,6637.46590093023,6637.46900064054,6637.4720988175,6637.47519546262,6637.47829057741,6728.74396149923,6728.77205685259,6728.80015232325,6728.82824791122,6728.8563436165,6728.88443943909,6728.912535379,6728.94063143622,6793.5126200205,6800.64374168267,6807.77112543182,6814.89477909174,6822.01471045764,6829.13092729624,6836.24343734595,6843.35224831701,6886.76129234691,6891.47018040586,6896.1846377268,6900.90467089658,6905.63028650982,6910.36149116895,6915.0982914842,6919.84069407363,6964.77918856377,6969.06670822289,6973.35984264385,6977.65859917952,6981.96298519239,6986.27300805459,6990.58867514791,6994.90999386381,6860.04685958735,6862.21865172832,6864.39044386928,6866.56223601024,6868.7340281512,6870.90582029217,6873.07761243313,6875.24940457409,6764.25384778343,6761.78055137204,6759.30664110765,6756.83211646064,6754.3569769006,6751.88122189635,6749.40485091592,6746.92786342653,6813.1320951808,6812.29268205146,6811.45274823283,6810.61229301423,6809.77131568345,6808.92981552679,6808.08779182904,6807.24524387348,6836.19504246124,6835.62202291436,6835.04892883695,6834.47576020338,6833.90251698798,6833.32919916508
"14",7245.36152118433,7252.57344578003,7259.78176281584,7266.98647947574,7274.18760291872,7281.3851402789,7288.57909866566,7295.76948516377,7241.02295223703,7241.45984951731,7241.8967467976,7242.33364407788,7242.77054135816,7243.20743863844,7243.64433591873,7244.08123319901,7073.039658952,7072.8693881397,7072.69886960735,7072.52810262709,7072.35708646787,7072.18582039538,7072.01430367205,7071.84253555703,7011.23126513611,7006.44061825107,7001.64531353704,6996.84533872845,6992.04068150694,6987.23132950114,6982.41727028627,6977.59849138388,7031.19242184676,7031.18547898804,7031.17853612933,7031.17159327061,7031.1646504119,7031.15770755318,7031.15076469447,7031.14382183575,6647.47822789493,6645.95381201311,6644.42658957745,6642.89654958612,6641.36368097118,6639.82797259806,6638.28941326502,6636.7479917026,6638.66268228699,6635.95563804238,6633.24051937192,6630.51727462877,6627.78585165822,6625.04619779098,6622.29825983627,6619.54198407486,6694.01801764834,6685.26638589481,6676.52619585807,6667.79743257944,6659.08008111978,6650.37412655952,6641.67955399855,6632.99634855627,6695.44244221619,6695.4597526769,6695.47706318235,6695.49437373257,6695.51168432754,6695.52899496726,6695.54630565174,6695.56361638097,6558.18464426315,6555.80704341766,6553.43030454634,6551.05442733669,6548.67941147633,6546.30525665299
"15",6538.78745719492,6532.51082047823,6526.24326557324,6519.98477933928,6513.73534865467,6507.49496041673,6501.26360154172,6495.04125896486,6655.53821780846,6654.97193055325,6654.40569148067,6653.8395005866,6653.27335786695,6652.70726331762,6652.14121693451,6651.57521871352,6636.65446339592,6639.89177505609,6643.12828875646,6646.36400527881,6649.59892540354,6652.83304990973,6656.06637957514,6659.29891517619,6680.5394128957,6684.15834031588,6687.77726773607,6691.39619515625,6695.01512257644,6698.63404999662,6702.25297741681,6705.87190483699,6671.38365854166,6673.07202089637,6674.76038325108,6676.44874560578,6678.13710796049,6679.8254703152,6681.51383266991,6683.20219502462,6896.54419706773,6900.43312551497,6904.32424691044,6908.21756249075,6912.11307349318,6916.01078115572,6919.91068671706,6923.81279141659,6750.48946335465,6751.37011670745,6752.25183141534,6753.13460875747,6754.0184500145,6754.90335646866,6755.78932940372,6756.67637010498,6584.9505652371,6584.27778143579,6583.60499763448,6582.93221383317,6582.25943003186,6581.58664623054,6580.91386242923,6580.24107862792,6571.10847781822,6563.01690704942,6554.93530012732,6546.86364478258,6538.80192876095,6530.75013982331,6522.70826574558,6514.67629431874,6625.10595604271,6620.4376497557,6615.77263293812,6611.1109032721,6606.45245844137,6601.79729613133
"16",6767.4499237185,6770.37890128135,6773.30787884421,6776.23685640707,6779.16583396993,6782.09481153279,6785.02378909565,6787.95276665851,6902.43792337189,6905.56085630159,6908.6837892313,6911.806722161,6914.92965509071,6918.05258802041,6921.17552095011,6924.29845387982,6907.55773083371,6915.33373343027,6923.12430003767,6930.92945793348,6938.74923444634,6946.5836569561,6954.43275289387,6962.29654974216,6801.98399107617,6801.98614168316,6801.98829229015,6801.99044289714,6801.99259350413,6801.99474411112,6801.99689471811,6801.9990453251,6953.55270385614,6973.7948513014,6972.8705279622,6964.29497196664,6936.79580239522,6955.04754309034,6968.46995598965,6961.72851731651,7117.84818131687,7119.65980381487,7121.47426340922,7123.29156454294,7125.11171166605,7126.93470923551,7128.76056171528,7130.58927357628,7200.54746512553,7204.96025544928,7209.37304577303,7213.78583609678,7218.19862642054,7222.61141674429,7227.02420706804,7231.43699739179,7311.03526491415,7315.19173347057,7319.35452808695,7323.52365839141,7327.69913402675,7331.88096465043,7336.06915993461,7340.26372956618,7370.12300212359,7377.4102405059,7384.70833112016,7392.0172901276,7399.33713371357,7406.66787808749,7414.00953948293,7421.36213415763,7485.24953838732,7493.01218293211,7500.78693805221,7508.57382264144,7516.37285562311,7524.18405595003
"17",7988.67526952655,7995.93466501271,8003.20874703468,8010.49754530492,8017.80108959597,8025.1194097406,8032.45253563197,8039.80049722367,7881.86221733706,7893.45246996582,7905.04272259458,7916.63297522335,7928.22322785211,7939.81348048087,7951.40373310963,7962.99398573839,8079.03311746012,8089.2737959127,8099.51447436528,8109.75515281786,8119.99583127044,8130.23650972302,8140.4771881756,8150.71786662818,7960.6099917661,7960.95942480977,7961.30885000054,7961.65826733908,7962.0076768261,7962.3570784623,7962.70647224837,7963.05585818501,8000.02411508077,7999.92993188443,7999.83574979689,7999.74156881815,7999.64738894819,7999.55321018699,7999.45903253455,7999.36485599085,8037.1010539354,8036.6117083268,8036.12250234561,8035.63343595198,8035.1445091061,8034.65572176814,8034.1670738983,8033.67856545677,8255.85641769451,8263.39741974664,8270.94530984394,8278.50009427805,8286.06177934632,8293.63037135189,8301.20587660365,8308.78830141623,8221.33767515448,8228.54981433561,8235.77608756815,8243.01652255144,8250.27114703907,8257.53998883905,8264.82307581389,8272.12043588068,8213.7281074378,8217.31121182113,8220.89665950327,8224.48445201671,8228.07459089493,8231.66707767242,8235.26191388468,8238.8591010682,8265.37264849032,8265.34969189477,8265.32673536298,8265.30377889495,8265.28082249067,NA
"18",4075.49982121984,4069.06176401608,4062.6392966349,4056.23238132538,4049.84098042803,4043.46505637453,4037.10457168754,4030.75948898047,3937.06123844499,3931.85374544278,3926.65314031498,3921.45941395111,3916.27255725271,3911.0925611334,3905.91941651877,3900.75311434646,3855.13191906041,3849.33633363005,3843.54074819969,3837.74516276933,3831.94957733898,3826.15399190862,3820.35840647826,3814.5628210479,4079.06771268325,4079.02209525165,4078.9764783302,4078.9308619189,4078.88524601774,4078.83963062672,4078.79401574583,4078.74840137507,4120.7313194871,4128.80184536813,4136.88817751823,4144.99034689425,4153.1083845137,4161.2423214548,4169.39218885666,4177.55801791938,4153.10497377115,4160.59586855596,4168.08676334076,4175.57765812556,4183.06855291037,4190.55944769517,4198.05034247997,4205.54123726477,4504.66739898208,4514.8519691747,4525.07196402154,4535.32750673901,4545.6187209721,4555.94573079585,4566.3086607169,4576.70763567492,4476.93615955989,4490.35130411038,4503.76644866086,4517.18159321135,4530.59673776184,4544.01188231232,4557.42702686281,4570.8421714133,4468.92801535057,4473.1063994836,4477.28478361663,4481.46316774966,4485.64155188269,4489.81993601573,4493.99832014876,4498.17670428179,4395.71517511891,4394.22286041179,4392.73054570467,4391.23823099755,4389.74591629043,4388.25360158331
"19",4250.0656426024,4249.30190565801,4248.53830595717,4247.77484347523,4247.01151818753,4246.2483300694,4245.48527909621,4244.7223652433,4309.11271454184,4308.57769227302,4308.04273643292,4307.50784701328,4306.97302400587,4306.43826740243,4305.90357719473,4305.36895337451,4149.43356535603,4146.87674048702,4144.32149109893,4141.76781622098,4139.21571488296,4136.66518611528,4134.11622894896,4131.56884241558,3766.80724160983,3756.33995399233,3745.87266637483,3735.40537875732,3724.93809113982,3714.47080352232,3704.00351590482,3693.53622828732,3264.6359158851,3243.25270002226,3221.75143359017,3200.13000480742,3178.38623734514,3156.51788751516,3134.52264129823,3112.39811120093,3576.51519455317,3564.15737614412,3551.84225730925,3539.56969051007,3527.33952871792,3515.15162541212,3503.00583457827,3490.90201070651,3494.52490562259,3489.49536789433,3484.46211795459,3479.42514494536,3474.38443795301,3469.3399860079,3464.29177808397,3459.23980309831,3186.32485371164,3182.18849868805,3178.04943383833,3173.90765207338,3169.76314627162,3165.61590927877,3161.46593390758,3157.3132129377,3288.23738079279,3279.40628274553,3270.59890205311,3261.81517501869,3253.05503811651,3244.31842799142,3235.60528145843,3226.91553550223,3399.78273195647,3398.04582329452,3396.30846274194,3394.5706498322,3392.83238409791,3391.09366507084
"20",7323.13076014031,7311.11821358769,7299.12537189619,7287.15220274283,7275.19867385761,7263.26475302351,7251.35040807631,7239.45560690458,7222.00999945144,7217.10867604731,7212.21067899846,7207.31600604741,7202.42465493822,7197.53662341646,7192.65190922926,7187.77051012525,7040.03021064086,7037.42057940923,7034.80912437205,7032.19584229987,7029.58072995402,7026.96378408665,7024.34500144062,7021.7243787495,6972.95004854587,6963.32236391407,6953.7147805705,6944.12725654642,6934.55974996072,6925.01221901971,6915.484622017,6905.97691733323,7025.32335686821,7020.33387591541,7015.3498483769,7010.37126829218,7005.39812970729,7000.43042667476,6995.46815325363,6990.51130350944,6966.11321498938,6968.05003980277,6969.98658502278,6971.92285080777,6973.85883731594,6975.79454470534,6977.72997313385,6979.66512275922,6934.16323772987,6932.77693331284,6931.39048506527,6930.00389292854,6928.61715684398,6927.23027675288,6925.84325259649,6924.45608431602,6738.60680442448,6730.22236118181,6721.8326759552,6713.43773563098,6705.03752703799,6696.63203694719,6688.22125207132,6679.80515906451,6738.02195085804,6730.21369023223,6722.41447809787,6714.62430396924,6706.84315737278,6699.07102784706,6691.30790494278,6683.55377822274,6937.3598141074,6937.342419921,6937.32503466538,6937.30765833595,6937.29029092811,6937.2729324373
"21",7307.0202721021,7305.28380742563,7303.54775540842,7301.8121159524,7300.07688895953,7298.34207433179,7296.60767197119,7294.87368177976,7501.89615381692,7501.37825882493,7500.86034178241,7500.34240268595,7499.82444153217,7499.30645831765,7498.78845303899,7498.27042569278,7234.34675000341,7233.32957130709,7232.31260977322,7231.29586535547,7230.27933800745,7229.26302768284,7228.24693433531,7227.23105791852,7011.65762799818,7011.5975762707,7011.53752505754,7011.47747435869,7011.41742417415,7011.35737450391,7011.29732534797,7011.23727670632,6563.36651673493,6542.24559120664,6521.09026396177,6499.90031059812,6478.67550414063,6457.41561499907,6436.12041092481,6414.78965696658,6754.04562162317,6752.80447219181,6751.56355083884,6750.32285752237,6749.08239220047,6747.84215483126,6746.60214537284,6745.36236378334,6685.01179247394,6678.76941982125,6672.53287621083,6666.3021561996,6660.07725434957,6653.85816522782,6647.6448834065,6641.43740346283,6218.27462975494,6215.81510298469,6213.35291925055,6210.88807174951,6208.42055365104,6205.95035809693,6203.47747820117,6201.00190704975,6466.63225732328,6465.23546416997,6463.83897272411,6462.44278292053,6461.04689469407,6459.6513079796,6458.25602271198,6456.86103882611,6509.06906343412,6510.21225470025,6511.35544596638,6512.49863723251,6513.64182849864,6514.78501976477
"22",7998.72262222144,8000.40659863785,8002.09039389075,8003.77400805722,8005.4574412143,8007.14069343895,8008.82376480808,8010.50665539855,7637.96686167694,7643.70182800504,7649.44776599387,7655.20469663349,7660.97264095414,7666.75162002626,7672.54165496064,7678.34276690843,7440.16885400961,7440.41936753621,7440.66989415476,7440.92043386597,7441.17098667051,7441.42155256906,7441.67213156232,7441.92272365096,7655.21917881035,7646.11920183281,7637.03004225698,7627.95168722389,7618.88412388989,7609.82733942658,7600.78132102079,7591.74605587462,7999.59248645103,8008.08614841122,8016.57981037142,8025.07347233161,8033.5671342918,8042.060796252,8050.55445821219,8059.04812017238,8057.47761292371,8076.50610719759,8095.51221149376,8114.49603082179,8133.45766933237,8152.39723032739,8171.31481626971,8190.21052879288,7897.30653027578,7901.48603804757,7905.66554581937,7909.84505359117,7914.02456136297,7918.20406913477,7922.38357690656,7926.56308467836,7553.75603515201,7551.91979668577,7550.0810791138,7548.23987512676,7546.39617738205,7544.54997850357,7542.70127108157,7540.85004767239,7872.78533020378,7858.00251099769,7843.24744966059,7828.52009407119,7813.82039220611,7799.14829213962,7784.5037420435,7769.88669018687,7591.28660624515,7588.21895805074,7585.1506740898,7582.08175384142,7579.01219678393,7575.94200239494
