"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125"
"11",2928.03702064742,3008.4805579846,3091.94198785878,3178.53452850559,3268.37564561769,3361.58721169092,3458.29567134848,3558.63221286725,3662.73294613917,3770.73908730881,3882.79715033788,3999.0591457563,4119.68278686964,4244.83170370246,4374.67566496801,4509.39080836514,4649.15987951503,4794.1724798618,2882.02565694676,2882.65676119734,2883.28786544792,2883.91896969849,2884.55007394907,2885.18117819965,2885.81228245022,2886.4433867008,2887.07449095138,2887.70559520195,2888.33669945253,2888.9678037031,2889.59890795368,2890.23001220426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",4719.53139873341,4791.91462394919,4863.7549269323,4935.06823512158,5005.86967584151,5076.17363251422,5145.99379584345,5215.34321051252,5284.23431787093,5352.67899502521,5420.68859069993,5488.27395819103,5555.44548569642,5622.21312427608,5688.58641366564,5754.57450614285,5820.18618862442,5885.4299031522,5782.77827262168,5819.38100031415,5855.98372800661,5892.58645569908,5929.18918339155,5965.79191108402,6002.39463877649,6038.99736646896,6075.60009416143,6112.2028218539,6148.80554954637,6185.40827723884,6222.01100493131,6258.61373262378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",3742.95649937219,3802.48486838085,3861.55073584235,3920.16814703702,3978.3504174061,4036.11018555296,4093.45946134704,4150.40966967582,4206.97169031962,4263.15589436355,4318.97217750949,4374.42999060676,4429.53836768179,4484.30595171438,4538.74101837937,4592.85149794796,4646.64499552102,4700.12880974824,3988.93935014731,4007.26677221636,4025.72845328658,4044.32537688304,4063.05853373574,4081.92892183232,4100.93754647127,4120.08542031548,4139.37356344618,4158.80300341727,4178.37477531011,4198.0899217886,4217.94949315479,4237.95454740478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",6211.91960060964,6256.65096328785,6302.15867456963,6348.4562086064,6395.55727340428,6443.47581488279,6492.22602100406,6541.82232597366,6592.27941451432,6643.61222621394,6695.83595994888,6748.9660783842,6803.01831255185,6858.00866650847,6913.95342207389,6970.86914365196,7028.77268313502,7087.68118489349,6432.65831764922,6444.69288539992,6456.74996807584,6468.82960779911,6480.93184677071,6493.05672727053,6505.20429165757,6517.3745823701,6529.56764192575,6541.78351292172,6554.02223803489,6566.283860022,6578.56842171976,6590.87596604504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",4775.0784931748,4784.07489639928,4793.07129962376,4802.06770284824,4811.06410607272,4820.0605092972,4829.05691252169,4838.05331574617,4847.04971897065,4856.04612219512,4865.04252541961,4874.03892864409,4883.03533186857,4892.03173509305,4901.02813831753,4910.024541542,4919.02094476649,4928.01734799097,4650.32838245253,4645.36349813154,4640.4125158084,4635.47539655659,4630.55210155862,4625.64259210569,4620.74682959738,4615.86477554134,4610.99639155304,4606.14163935538,4601.30048077847,4596.4728777593,4591.65879234142,4586.85818667468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",5894.46274505317,5878.44493131602,5862.42711757887,5846.40930384171,5830.39149010456,5814.37367636741,5798.35586263025,5782.3380488931,5766.32023515595,5750.30242141879,5734.28460768164,5718.26679394449,5702.24898020734,5686.23116647018,5670.21335273303,5654.19553899588,5638.17772525873,5622.15991152157,6268.28658083602,6133.15328533531,6173.77206325077,6037.85514625028,6303.66903613471,6167.84805001113,6208.77225326127,6072.15883814296,6339.56028882227,6203.04172312973,6244.27574371085,6106.95581487743,6375.96765537184,6238.74147896183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",7698.00774465639,7707.61986673735,7717.25038067104,7726.89932164846,7736.56672492795,7746.25262583533,7755.95705976399,7765.68006217504,7775.42166859745,7785.18191462818,7794.96083593229,7804.75846824308,7814.57484736222,7824.41000915991,7834.26398957494,7844.1368246149,7854.02855035626,7863.93920294453,7896.02142712204,7645.79787115612,7778.83427380673,7797.09672720176,7898.79098902789,7648.48338207765,7781.57029796817,7799.84297408643,7901.57690793497,7651.18475359625,7784.32248105731,7802.60544027408,7904.37928044755,7653.90207938444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",7546.49485869087,7571.76246542732,7597.15563960663,7622.67500523656,7648.32118942589,7674.0948223998,7699.99653751539,7726.02697127722,7752.18676335295,7778.47655658911,7804.89699702683,7831.44873391773,7858.13241973993,7884.94871021398,7911.8982643191,7938.98174430927,7966.19981572955,7993.55314743244,7292.64507608421,7298.88270795239,7305.12567506601,7311.37398198847,7317.62763328707,7323.88663353303,7330.15098730148,7336.42069917145,7342.6957737259,7348.9762155517,7355.26202923967,7361.5532193845,7367.84979058487,7374.15174744336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",4339.67755277769,4338.49599685679,4337.31444093589,4336.13288501499,4334.95132909408,4333.76977317319,4332.58821725228,4331.40666133138,4330.22510541048,4329.04354948958,4327.86199356868,4326.68043764778,4325.49888172688,4324.31732580598,4323.13576988508,4321.95421396418,4320.77265804328,4319.59110212238,4020.28762548922,4021.99561312613,4023.70573389481,4025.41799045935,4027.13238548719,4028.84892164908,4030.56760161911,4032.28842807473,4034.0114036967,4035.73653116917,4037.4638131796,4039.19325241883,4040.92485158105,4042.65861336384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",3481.1168002705,3453.9360857241,3426.96759940378,3400.20968422211,3373.66069603029,3347.31900351711,3321.18298810871,3295.25104386912,3269.52157740159,3243.99300775069,3218.66376630515,3193.5322967015,3168.59705472841,3143.85650823183,3119.30913702084,3094.95343277422,3070.78789894781,3046.81105068253,4958.60257782007,4975.50243001497,4992.45988009147,5009.47512435402,5026.54835977609,5043.67978400249,5060.86959535162,5078.1179928178,5095.42517607357,5112.79134547198,5130.21670204892,5147.70144752544,5165.24578431012,5182.84991550136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",6904.56311976086,6554.63058456461,7367.78827579306,6778.49445016382,6768.41489213609,6424.74222832238,7221.05925825337,6642.82572184828,6632.26666451133,6294.85387208016,7074.33024071368,6507.15699353275,6496.11843688657,6164.96551583794,6927.60122317398,6371.48826521722,6359.97020926181,6035.07715959572,6898.04773718011,6883.32403232437,6868.60032746862,6853.87662261288,6839.15291775713,6824.42921290138,6809.70550804564,6794.98180318989,6780.25809833414,6765.5343934784,6750.81068862265,6736.08698376691,6721.36327891116,6706.63957405541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",6182.07765093516,6195.89978570424,6209.72192047331,6223.54405524239,6237.36619001146,6251.18832478054,6265.01045954961,6278.83259431869,6292.65472908776,6306.47686385684,6320.29899862591,6334.12113339499,6347.94326816406,6361.76540293314,6375.58753770222,6389.40967247129,6403.23180724037,6417.05394200944,6532.52596203343,6532.41494504295,6532.30404250681,6532.19325430699,6532.08258032563,6531.97202044497,6531.86157454737,6531.75124251533,6531.64102423145,6531.53091957846,6531.42092843921,6531.31105069668,6531.20128623395,6531.09163493425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",4883.75113347411,4890.79996602196,4897.84372116366,4904.88241349491,4911.91605753812,4918.94466774299,4925.96825848696,4932.98684407578,4940.00043874402,4947.00905665553,4954.01271190398,4961.01141851334,4968.00519043838,4974.99404156514,4981.97798571145,4988.95703662735,4995.93120799563,5002.90051343223,4964.60236783705,4965.70954472481,4966.81656984675,4967.9234432783,4969.03016509478,4970.13673537149,4971.24315418365,4972.34942160641,4973.45553771487,4974.56150258405,4975.66731628891,4976.77297890436,4977.87849050522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",3516.68691681554,3522.22820429686,3527.76949177817,3533.31077925948,3538.85206674079,3544.3933542221,3549.93464170341,3555.47592918473,3561.01721666604,3566.55850414735,3572.09979162866,3577.64107910997,3583.18236659129,3588.7236540726,3594.26494155391,3599.80622903522,3605.34751651653,3610.88880399785,3900.5526330365,3900.74096769471,3900.92930235292,3901.11763701113,3901.30597166934,3901.49430632755,3901.68264098577,3901.87097564398,3902.05931030219,3902.2476449604,3902.43597961861,3902.62431427682,3902.81264893503,3903.00098359324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
