"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69"
"18",2447.9183525673,2502.62000282367,2557.32165308005,2612.02330333642,2666.72495359279,2721.42660384917,2776.12825410554,2830.82990436192,3631.83086358,3745.51402027334,3862.75567420987,3983.66721306564,4108.36351116105,4236.96303859944,4369.58797382184,4506.36431968495,5716.77162319634,5883.87825967113,6050.98489614591,6218.0915326207,6385.19816909549,6552.30480557028,6719.41144204507,6886.51807851986,6122.65108965044,6158.12674531433,6193.60240097823,6229.07805664212,6264.55371230602,6300.02936796992,6335.50502363381,6370.98067929771,6648.83068761292,6696.46766641289,6743.93576991149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",1853.08281731288,1817.24680658075,1781.05330047098,1744.4876041546,1707.53393210948,1670.17528865974,1632.39333092561,1594.16821088342,2856.68688478281,2943.14614307561,3036.03801256774,3135.84108268568,3243.06955014387,3358.27586814434,3482.0535926782,3615.04044059323,3950.06201493046,4033.81393553267,4119.3416217249,4206.68272450558,4295.87569317538,4386.95979226341,4479.97511881219,4574.96262002924,3733.07959987344,3722.13181877624,3711.14805440588,3700.12796188435,3689.07119082881,3677.9773852282,3666.84618331624,3655.67721744075,3673.89378831648,3672.77082494556,3671.64768553288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",3512.72399558443,3615.23885926902,3715.89182690744,3814.79715707095,3912.05757402533,4007.76585191443,4102.00612816816,4194.85500083173,3810.75167236956,3810.76339085354,3810.7750823149,3810.78674687807,3810.79838466662,3810.80999580326,3810.82158040987,3810.83313860748,5533.03598722833,5745.80433535564,5966.7545153144,6196.20115271835,6434.47097185048,6681.90326090731,6938.85035513395,7205.67813853755,7041.00235301269,7129.30132806274,7217.0565146112,7304.28106211592,7390.98757349788,7477.1881370255,7562.89435582228,7648.11737521227,5406.65140620241,5257.30289939918,5112.07986228294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",2081.87927025046,2135.68071094054,2190.87252765372,2247.49065150003,2305.57194214742,2365.15421181824,2426.27624990585,2488.97784822733,2993.71203468232,3083.25817147091,3177.08257727519,3275.38965606417,3378.39357766835,3486.31874436581,3599.40027976049,3717.88454101778,3859.62044509701,3940.08828868554,4020.55613227408,4101.02397586262,4181.49181945116,4261.95966303969,4342.42750662823,4422.89535021677,4929.60737399945,5051.98914574477,5178.79732434328,5310.19200780098,5446.33908468324,5587.41044355257,5733.58418998159,5885.04487141508,5738.12414138825,5776.23161059049,5814.33907979273,5852.44654899497,5890.55401819721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",3233.19066654736,3264.84529513169,3296.49992371601,3328.15455230034,3359.80918088466,3391.46380946899,3423.11843805332,3454.77306663764,3686.43292846258,3739.84367478959,3793.2544211166,3846.66516744361,3900.07591377061,3953.48666009762,4006.89740642463,4060.30815275164,5042.12323270364,5129.66978720026,5216.4745560835,5302.56204323964,5387.95537027066,5472.67638526341,5556.74576068815,5640.18308173381,4332.5745246799,4297.35277142839,4262.13101817687,4226.90926492536,4191.68751167384,4156.46575842233,4121.24400517082,4086.0222519193,3201.42418609725,3144.78868247106,3089.74458790379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",4887.35497025239,4927.14333461473,4966.93169897707,5006.72006333941,5046.50842770175,5086.29679206409,5126.08515642643,5165.87352078877,6184.81489865362,6385.49159978281,6586.168300912,6786.84500204119,6987.52170317039,7188.19840429958,7388.87510542877,7589.55180655797,4948.75768915572,4818.26460352927,4687.77151790283,4557.27843227638,4426.78534664993,4296.29226102348,4165.79917539704,4035.30608977059,4958.10838383175,4951.90176022409,4945.70717032212,4939.52459079431,4933.35399835435,4927.1953697611,4921.04868181845,4914.9139113753,4655.86620381706,4631.88482864331,4607.90345346957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",3399.57601649283,3417.23442463596,3434.89283277908,3452.55124092221,3470.20964906534,3487.86805720846,3505.52646535159,3523.18487349471,4440.85379247518,4521.9463372126,4603.03888195001,4684.13142668743,4765.22397142484,4846.31651616225,4927.40906089967,5008.50160563708,4112.67504765668,4125.40006738948,4138.12508712227,4150.85010685506,4163.57512658785,4176.30014632064,4189.02516605343,4201.75018578622,3440.54286175218,3267.79986070651,3090.36254794779,2907.67476343879,2719.05362555114,2523.64374508671,2320.34726966254,2107.7118298221,5805.84699802108,5953.65973407969,6099.59734679363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",3696.59926601085,3702.19968504241,3707.83795938363,3713.51434491261,3719.22909923699,3724.9824817057,3730.7747534207,3736.60617724882,3510.97302230644,3518.22852830842,3525.48403431041,3532.73954031239,3539.99504631437,3547.25055231636,3554.50605831834,3561.76156432033,3587.60552199736,3577.53989594771,3567.43508373748,3557.29066676121,3547.10621906087,3536.88130714543,3526.61548980472,3516.30831791734,4957.22433057075,5051.20443351089,5144.21875731025,5236.30389177581,5327.494084857,5417.82145047211,5507.31615301321,5596.00657166683,5456.49860806049,5528.58256018678,5600.66651231308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",3529.21815498914,3572.31846790773,3615.16028780082,3657.74970613308,3700.09256751645,3742.19448375741,3784.06084688257,3825.69684123243,4275.612836322,4330.9851965675,4387.43437917298,4444.98132502643,4503.64738225183,4563.45431412862,4624.42430716516,4686.5799793293,5168.95772616526,5248.39856758589,5327.83940900652,5407.28025042715,5486.72109184778,5566.16193326841,5645.60277468905,5725.04361610968,5369.67247174332,5393.14453365632,5416.61659556933,5440.08865748233,5463.56071939533,5487.03278130834,5510.50484322134,5533.97690513434,7365.17499950298,7549.33726380122,7743.50195925866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",1756.24758621897,1787.52238556238,1818.79718490579,1850.0719842492,1881.34678359261,1912.62158293602,1943.89638227943,1975.17118162284,2220.9488321166,2287.52722426142,2354.10561640624,2420.68400855106,2487.26240069588,2553.8407928407,2620.41918498551,2686.99757713033,2652.86473811001,2711.16140789883,2771.3244844133,2833.41372190831,2897.49078771102,2963.61932346918,3031.86500836028,3102.29562432444,3233.96986281355,3319.74187192595,3408.78071708142,3501.21082369384,3597.16135622227,3696.76639866904,3800.16514195253,3907.50207841657,3866.95951627193,3954.46198697934,4044.82463530206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",4033.82362705673,4023.21482345617,4012.60601985561,4001.99721625506,3991.3884126545,3980.77960905394,3970.17080545338,3959.56200185283,4642.73942184953,4708.26075784773,4773.78209384593,4839.30342984413,4904.82476584233,4970.34610184053,5035.86743783872,5101.38877383692,4977.40050380643,5039.74956970009,5102.09863559375,5164.44770148741,5226.79676738107,5289.14583327473,5351.49489916839,5413.84396506205,5913.08491465333,5981.78419735219,6052.03936884294,6123.88566661041,6197.35912619156,6272.4965992496,6349.33577205747,6427.91518439991,7210.3524503666,7353.48480613621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",2091.61394028574,2094.01510362672,2096.50309104878,2099.08104203891,2101.75220960534,2104.51996438241,2107.38779888378,2110.35933190955,2038.9927313902,2033.45029550276,2027.92292518916,2022.41057949783,2016.91321758849,2011.43079873191,2005.96328230952,2000.51062781321,2855.72750857524,2941.77292090327,3027.8183332313,3113.86374555933,3199.90915788736,3285.95457021539,3371.99998254341,3458.04539487144,3257.26350262298,3257.26321117276,3257.26291972254,3257.26262827233,3257.26233682211,3257.2620453719,3257.26175392168,3257.26146247147,4555.47163094506,4700.52397360157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",3630.98802375166,3650.72983672995,3670.63078266959,3690.69214429468,3710.91521466901,3731.30129727933,3751.85170611946,3772.56776577491,5204.011571099,5333.71722109805,5463.4228710971,5593.12852109614,5722.83417109519,5852.53982109424,5982.24547109328,6111.95112109233,5476.26411062279,5497.77055350443,5519.23477489139,5540.65710347594,5562.0378635001,5583.37737484121,5604.6759530954,5625.93390965891,5759.07552432431,5755.84776859142,5752.62001285853,5749.39225712564,5746.16450139275,5742.93674565986,5739.70898992697,5736.48123419409,6142.4715277168,6156.25201254445,6169.95684034575,6183.58700264005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",3714.1042054044,3634.76752503492,3555.43084466545,3476.09416429598,3396.75748392651,3317.42080355704,3238.08412318756,3158.74744281809,4374.3464877122,4473.06315229439,4571.77981687658,4670.49648145877,4769.21314604096,4867.92981062315,4966.64647520534,5065.36313978753,5001.84488564093,5154.78477423339,5316.07772911098,5486.17996687621,5665.57262115984,5854.76310350578,6054.28653858298,6264.70727778387,2935.20950509986,2764.69170079894,2588.73874638648,2406.58340104062,2217.24604145707,2019.43913333973,1811.40691499827,1590.63587783071,1940.41593173692,1809.74164601705,1679.06736029717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",2610.17005569834,2583.79169762009,2557.2649594683,2530.58659686252,2503.75324005949,2476.76138693589,2449.60739545246,2422.28747555158,2462.61841138278,2439.58068749933,2416.54296361588,2393.50523973242,2370.46751584897,2347.42979196552,2324.39206808207,2301.35434419861,2745.29855839012,2805.58274327121,2865.22569163957,2924.25383916547,2982.69177134109,3040.56240309801,3097.88713639507,3154.68599901106,4514.74799712898,4621.85017786013,4727.72505887593,4832.42702614671,4936.0063832423,5038.50977551206,5139.98055869355,5240.4591206484,5363.98248491002,5374.75531982667,5385.52815474332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",3974.53820719108,3985.25902440549,3995.96349839999,4006.65172250857,4017.32378914469,4027.97978981421,4038.61981512798,4049.2439548143,4672.532364127,4724.77049876456,4776.72131860469,4828.3910411002,4879.78565200893,4930.91091753466,4981.77239565377,5032.37544669381,5534.62585002017,5578.05761358749,5621.31779177536,5664.40904005092,5707.33394287889,5750.09501640165,5792.69471098932,5835.13541366745,6109.87600271782,6156.3355394413,6203.14835478313,6250.31713507621,6297.84458708036,6345.73343813757,6393.9864363286,6442.6063506306,7738.17268078058,7826.39841221712,7914.12961701433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",5417.03698198088,5472.54628448199,5528.05558698311,5583.56488948422,5639.07419198533,5694.58349448644,5750.09279698755,5805.60209948866,5169.17983000948,5202.01071689258,5234.84160377568,5267.67249065877,5300.50337754187,5333.33426442496,5366.16515130806,5398.99603819116,6345.56160017705,6475.91837494941,6610.1178288695,6748.27323708592,6890.50121389132,7036.9218111543,7187.65861965282,7342.83887339477,6030.7811957244,5986.27038861269,5941.75958150098,5897.24877438927,5852.73796727756,5808.22716016585,5763.71635305414,5719.20554594243,5828.53770985828,5788.9157582456,5749.29380663293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",3539.2604345865,3587.14540349165,3635.0303723968,3682.91534130195,3730.80031020711,3778.68527911226,3826.57024801741,3874.45521692256,3359.70426021347,3331.73244899066,3304.11776332707,3276.8556436801,3249.94158872036,3223.37115458845,3197.13995416123,3171.24365632746,4106.90201564173,4221.98171401946,4340.28606614552,4461.90543019725,4586.93269628283,4715.46335738864,4847.59558231458,4983.4302906532,4634.72351508969,4726.47541891565,4820.04370117892,4915.46432005028,5012.77394555109,5112.00997364555,5213.21054061189,5316.4145376981,5401.47268166794,5495.46346245032,5588.64654676402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
