"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108"
"11",5297.2935581103,5353.10369153127,5409.50181785055,5466.49413192251,5524.08689386799,5582.28642976189,5641.09913232811,5700.53146164165,5760.58994583828,5821.28118183151,5882.6118360373,5944.58864510622,6007.21841666347,6070.50803005663,6134.46443711129,6199.09466289464,6264.40580648714,6330.40504176226,6312.27229202393,6331.9162443393,6351.62132913514,6371.38773665728,6391.2156577436,6411.1052838259,6431.05680693168,6451.07041968607,6471.14631531363,6491.28468764026,6511.48573109503,6531.74964071209,6552.07661213254,6572.46684160633,6592.92052599413,6613.43786276924,6634.01905001953,6654.66428644929,5098.02568680124,5107.02561139167,5116.01117235449,5124.98244057199,5133.93948634159,5142.88237938255,5151.81118884268,5160.72598330485,5169.62683079348,5178.51379878087,5187.38695419352,5196.24636341825,5205.09209230832,5213.92420618946,5222.74276986572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",3236.05524410242,3236.87707497991,3237.71096861276,3238.55710205694,3239.41565496724,3240.2868096354,3241.17075102882,3242.06766682984,3242.97774747557,3243.90118619835,3244.83817906677,3245.78892502729,3246.75362594647,3247.73248665388,3248.72571498554,3249.73352182807,3250.75612116346,3251.79373011451,3005.49125342771,2998.73863854094,2992.011538661,2985.30985737851,2978.63349864833,2971.98236678825,2965.35636647762,2958.75540275594,2952.17938102152,2945.62820703013,2939.10178689366,2932.60002707873,2926.12283440541,2919.67011604584,2913.24177952291,2906.83773270894,2900.45788382436,2894.1021414364,3467.63970293099,3491.61248351214,3515.75099475104,3540.0563823909,3564.52980009581,3589.17240950544,3613.98538029023,3638.96989020686,3664.12712515419,3689.45827922955,3714.96455478537,3740.64716248632,3766.50732136672,3792.54625888843,3818.7652109991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",4800.18585351457,4832.9558190891,4865.72578466363,4898.49575023816,4931.26571581268,4964.03568138721,4996.80564696174,5029.57561253627,5062.3455781108,5095.11554368533,5127.88550925985,5160.65547483438,5193.42544040891,5226.19540598344,5258.96537155797,5291.7353371325,5324.50530270702,5357.27526828155,2723.2483114016,2464.51120264144,2205.77409388128,1947.03698512112,1688.29987636096,1429.5627676008,1170.82565884064,912.088550080484,653.351441320323,394.614332560165,135.877223800005,0,0,0,0,0,0,0,4646.37880898131,4569.49437866385,4492.60994834638,4415.72551802892,4338.84108771146,4261.956657394,4185.07222707654,4108.18779675908,4031.30336644162,3954.41893612416,3877.5345058067,3800.65007548924,3723.76564517178,3646.88121485432,3569.99678453686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",4542.88236957883,4682.19921728219,4827.76443460624,4979.85826133219,5138.77350601352,5304.81610968626,5478.30573486166,5659.57638093527,5848.9770271971,6046.87230468087,6253.64319814573,6469.68777954186,6695.42197437216,6931.2803624252,7177.71701442112,7435.20636618124,7704.24413200407,7985.34825900648,3897.68707728674,3921.29598401831,3944.90489074988,3968.51379748145,3992.12270421302,4015.73161094459,4039.34051767616,4062.94942440773,4086.5583311393,4110.16723787087,4133.77614460244,4157.38505133401,4180.99395806558,4204.60286479716,4228.21177152872,4251.8206782603,4275.42958499187,4299.03849172344,3359.58902481626,3416.22758733502,3472.86614985377,3529.50471237253,3586.14327489129,3642.78183741005,3699.42039992881,3756.05896244757,3812.69752496632,3869.33608748508,3925.97465000384,3982.6132125226,4039.25177504136,4095.89033756012,4152.52890007887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",5786.8475984076,5827.24998115478,5867.65236390196,5908.05474664914,5948.45712939632,5988.8595121435,6029.26189489068,6069.66427763787,6110.06666038505,6150.46904313223,6190.87142587941,6231.27380862659,6271.67619137377,6312.07857412095,6352.48095686813,6392.88333961531,6433.2857223625,6473.68810510968,6158.39077278296,6219.4738005536,6281.16269054042,6343.46345208901,6406.3821541497,6469.92492586868,6534.09795718515,6598.9074994342,6664.35986595587,6730.4614327101,6797.21863889786,6864.63798758841,6932.72604635279,7001.4894479036,7070.93489074108,7141.06913980569,7211.89902713707,7283.4314525396,6328.5896904044,6546.89436924438,6776.04608889982,7016.58381305709,7269.07328522754,7534.10835937347,7812.3123966496,8104.33973154537,8410.87721087635,8732.64580924446,9070.40232476664,9424.94115906012,9797.09618567111,10187.742711341,10597.7995347237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",1882.30305032763,1882.08674948805,1881.87052219256,1881.65436841617,1881.43828813387,1881.22228132069,1881.00634795163,1880.79048800172,1880.57470144601,1880.35898825954,1880.14334841736,1879.92778189453,1879.71228866613,1879.49686870723,1879.28152199293,1879.06624849831,1878.85104819849,1878.63592106857,2409.70397179442,2462.67099889008,2516.80227935137,2572.12340430496,2628.6605273889,2686.440377117,2745.49026951505,2805.83812103475,2867.51246175146,2930.54244885217,2994.95788041978,3060.78920952051,3128.06755860089,3196.82473420121,3267.0932419924,3338.90630214343,3412.29786502648,3487.30262726734,2739.80889704315,2837.67049968525,2939.02756264286,3044.0049381817,3152.73193809123,3265.34249297173,3381.97531721084,3502.77407985282,3627.88758157097,3757.46993796126,3891.68076938285,4030.68539757946,4174.65504932377,4323.76706733557,4478.20512873367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",1447.65055969033,1448.73645696386,1449.82635994192,1450.92028340093,1452.01824217182,1453.1202511402,1454.22632524663,1455.33647948676,1456.45072891156,1457.56908862753,1458.69157379688,1459.81819963777,1460.94898142448,1462.08393448764,1463.22307421444,1464.36641604883,1465.51397549171,1466.66576810118,1638.85590142685,1689.59153014723,1740.32715886762,1791.062787588,1841.79841630839,1892.53404502877,1943.26967374915,1994.00530246954,2044.74093118992,2095.4765599103,2146.21218863069,2196.94781735107,2247.68344607145,2298.41907479184,2349.15470351222,2399.89033223261,2450.62596095299,2501.36158967337,2105.72989008943,2173.59711226809,2243.65168044394,2315.96409230876,2390.60711767981,2467.65587172992,2547.18789057781,2629.28320931468,2714.0244425455,2801.49686752624,2891.78850998051,2984.99023268209,3081.19582689245,3180.50210674527,3283.00900667298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",1992.03519549331,2014.90569973329,2037.43235347951,2059.62897938953,2081.50851389004,2103.08308416349,2124.36407677793,2145.36219904004,2166.08753399037,2186.54958982585,2206.75734442293,2226.71928554069,2246.44344720417,2265.93744270109,2285.20849456874,2304.26346189873,2323.10886524675,2341.75090939817,1690.4875978897,1661.33356216736,1633.05926969847,1605.63817362004,1579.04452813908,1553.25336435976,1528.24046684004,1503.9823508556,1480.45624034998,1457.64004655004,1435.51234722668,1414.05236658143,1393.23995573995,1373.05557383416,1353.48026965524,1334.49566386022,1316.08393171558,1298.22778636149,2304.38296189774,2319.26994051954,2334.15691914133,2349.04389776313,2363.93087638492,2378.81785500672,2393.70483362851,2408.5918122503,2423.4787908721,2438.36576949389,2453.25274811569,2468.13972673748,2483.02670535928,2497.91368398107,2512.80066260287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",1679.35620775043,1679.41143583774,1679.46666392505,1679.52189201236,1679.57712009967,1679.63234818698,1679.68757627429,1679.7428043616,1679.79803244891,1679.85326053622,1679.90848862353,1679.96371671084,1680.01894479815,1680.07417288546,1680.12940097277,1680.18462906008,1680.23985714739,1680.2950852347,2239.84520887327,2239.71998820642,2239.59476753956,2239.46954687271,2239.34432620585,2239.219105539,2239.09388487214,2238.96866420529,2238.84344353843,2238.71822287157,2238.59300220472,2238.46778153786,2238.34256087101,2238.21734020415,2238.09211953729,2237.96689887044,2237.84167820358,2237.71645753673,2187.66115943604,2174.36355165371,2161.19837239404,2148.16430282479,2135.26003724777,2122.48428296798,2109.83576016417,2097.31320176056,2084.91535330001,2072.64097281824,2060.48883071952,2048.45770965341,2036.54640439288,2024.75372171351,2013.07848027401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",4268.97594839948,4277.2407747163,4285.50560103312,4293.77042734994,4302.03525366676,4310.30007998358,4318.5649063004,4326.82973261722,4335.09455893404,4343.35938525086,4351.62421156768,4359.8890378845,4368.15386420132,4376.41869051815,4384.68351683497,4392.94834315179,4401.21316946861,4409.47799578543,4527.06496350475,4520.23513875718,4513.48220190462,4506.80528736871,4500.20353931552,4493.67611154578,4487.22216738646,4480.84087958352,4474.53143019587,4468.29301049054,4462.12482083898,4456.02607061461,4449.99597809146,4444.03377034398,4438.13868314793,4432.30996088248,4426.54685643331,4420.84863109689,2990.26358650472,2944.65316281128,2900.24027769135,2856.99348880086,2814.88217933992,2773.87653637749,2733.94752974516,2695.06689148505,2657.20709583742,2620.3413397536,2584.44352392065,2549.4882342842,2515.45072405646,2482.30689619655,2450.0332863509,2418.60704624153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",5836.62869884094,5775.64193055701,5714.65516227308,5653.66839398915,5592.68162570522,5531.69485742129,5470.70808913736,5409.72132085342,5348.73455256949,5287.74778428556,5226.76101600163,5165.7742477177,5104.78747943376,5043.80071114983,4982.8139428659,4921.82717458197,4860.84040629804,4799.85363801411,4930.14439889488,4907.16193931507,4884.34723317909,4861.69905602193,4839.21619231617,4816.89743540677,4794.74158744629,4772.74745933062,4750.91387063514,4729.2396495514,4707.7236328242,4686.36466568914,4665.16160181072,4644.11330322072,4623.21864025719,4602.4764915038,4581.88574372967,4561.44529182959,3314.8915202889,3221.81393028851,3128.73634028811,3035.65875028772,2942.58116028732,2849.50357028693,2756.42598028653,2663.34839028613,2570.27080028574,2477.19321028534,2384.11562028495,2291.03803028455,2197.96044028416,2104.88285028376,2011.80526028337,1918.72767028297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",8834.37442082614,8828.96001039188,8823.5489183409,8818.14114263942,8812.73668125493,8807.33553215614,8801.93769331303,8796.54316269679,8791.15193827991,8785.76401803605,8780.37939994016,8774.99808196843,8769.62006209827,8764.24533830834,8758.87390857854,8753.50577089002,8748.14092322514,8742.7793635675,7447.7556729647,7496.84866060224,7545.94164823977,7595.03463587731,7644.12762351485,7693.22061115238,7742.31359878992,7791.40658642745,7840.49957406499,7889.59256170252,7938.68554934006,7987.7785369776,8036.87152461513,8085.96451225267,8135.0574998902,8184.15048752774,8233.24347516528,8282.33646280281,4540.80099761313,4533.47704953107,4526.16491439027,4518.86457313743,4511.57600674992,4504.29919623586,4497.03412263394,4489.78076701348,4482.5391104743,4475.30913414673,4468.09081919153,4460.88414679983,4453.68909819311,4446.50565462314,4439.33379737192,4432.17350775165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",6200.0616462688,6148.8777447598,6098.42784869308,6048.70143202483,5999.68811966055,5951.3776852903,5903.7600492551,5856.82527644384,5810.5635742204,5764.96529038048,5720.02091113771,5675.72105913869,5632.05649150646,5589.018097912,5546.59689867346,5504.78404288259,5463.57080655805,5422.94859082523,5536.18191185246,5402.44456748038,5275.09566714721,5153.83004390478,5038.357108199,4928.4001515283,4823.69568336542,4723.99279975338,4629.05258206285,4538.64752446994,4452.56098878262,4370.5866853093,4292.52817852559,4218.1984163546,4147.41928193299,4080.02116678837,4015.8425644055,3954.72968320727,2887.41625301363,2876.40689677343,2865.39754053323,2854.38818429302,2843.37882805282,2832.36947181262,2821.36011557242,2810.35075933222,2799.34140309202,2788.33204685182,2777.32269061162,2766.31333437142,2755.30397813122,2744.29462189102,2733.28526565082,2722.27590941062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
